title,creators,year_or_source,source_queries_matched,permalink
Lifting Code Generation of Cardiac Physiology Simulation to Novel Compiler Technology,"Thangamani, Arun ; Jost, Tiago Trevisan ; Loechner, Vincent ; Genaud, Stéphane ; Bramas, Bérenger","Proceedings of the 21st ACM/IEEE International Symposium on Code Generation and Optimization, 2023, p.68-80",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3579990_3580008
MyBrain-Seq: A Pipeline for MiRNA-Seq Data Analysis in Neuropsychiatric Disorders,"Pérez-Rodríguez, Daniel ; Agís-Balboa, Roberto Carlos ; López-Fernández, Hugo","Biomedicines, 2023-04, Vol.11 (4), p.1230",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_3390_biomedicines11041230
Software Architecture Analysis of Intelligent Distribution and Transformation Terminal Based on Container Technology,"Jiang, Yanrong ; Hu, Shejiao ; Niu, Zhao ; Wu, Lin","Journal of physics. Conference series, 2020-09, Vol.1646 (1), p.12085",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1088_1742_6596_1646_1_012085
Optimization and Design Based on Data Visualization of Enterprise-class Crawler Systems for Shipping,"Wu, Hao","Journal of physics. Conference series, 2021-01, Vol.1746 (1), p.12078",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_iop_journals_10_1088_1742_6596_1746_1_012078
"You Only Look Once, But Compute Twice: Service Function Chaining for Low-Latency Object Detection in Softwarized Networks","Xiang, Zuo ; Seeling, Patrick ; Fitzek, Frank H. P.","Applied sciences, 2021-03, Vol.11 (5), p.2177",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_8ae8c4ed1c57445fa7db9dbbb14c01e1
Development of an Open-source and Lightweight Sensor Recording Software System for Conducting Biomedical Research: Technical Report,"Single, Michael ; Bruhin, Lena C ; Schütz, Narayan ; Naef, Aileen C ; Hegi, Heinz ; Reuse, Pascal ; Schindler, Kaspar A ; Krack, Paul ; Wiest, Roland ; Chan, Andrew ; Nef, Tobias ; Gerber, Stephan M","JMIR formative research, 2023-02, Vol.7, p.e43092",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_da874b0f0a0a48918f2bbc805e702c23
Evaluating Docker storage performance: from workloads to graph drivers,"Tarasov, Vasily ; Rupprecht, Lukas ; Skourtis, Dimitris ; Li, Wenji ; Rangaswami, Raju ; Zhao, Ming","Cluster computing, 2019-12, Vol.22 (4), p.1159-1172",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2918214668
Cloud Computing for Voxel-Wise SEM Analysis of MRI Data,"Pritikin, Joshua N. ; Schmitt, J. Eric ; Neale, Michael C.","Structural equation modeling, 2019-05, Vol.26 (3), p.470-480",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1080_10705511_2018_1521285
ShinyLearner: A containerized benchmarking tool for machine-learning classification of tabular data,"Piccolo, Stephen R ; Lee, Terry J ; Suh, Erica ; Hill, Kimball","Gigascience, 2020-04, Vol.9 (4)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2715815927
"vcferr: Development, validation, and application of a single nucleotide polymorphism genotyping error simulation framework [version 1; peer review: awaiting peer review]","Nagraj, V.P. ; Scholz, Matthew ; Jessa, Shakeel ; Ge, Jianye ; Woerner, August E. ; Huang, Meng ; Budowle, Bruce ; Turner, Stephen D.","F1000 research, 2022, Vol.11, p.775",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3062855099
Container Introspection: Using External Management Containers to Monitor Containers in Cloud Computing,"Zhan, Dongyang ; Tan, Kai ; Ye, Lin ; Yu, Haining ; Liu, Hao","Computers, materials & continua, 2021, Vol.69 (3), p.3783-3794",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_32604_cmc_2021_019432
"Deep Insight: A Cloud Based Big Data Analytics Platform For Naturalistic Driving Studies: Data Management, Analytics, and Automated Annotations","Venkatachalapathy, Archana ; Rahman, Mohammed Shaiqur ; Raj, Aditya ; Merickel, Jennifer ; Sharma, Anuj ; Wang, Jiyang ; Velipasalar, Senem","International Journal of Automotive Engineering, 2023, Vol.14(3), pp.66-76",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_20485_jsaeijae_14_3_66
"Toward a scalable framework for reproducible processing of volumetric, nanoscale neuroimaging datasets","Johnson, Erik C ; Wilt, Miller ; Rodriguez, Luis M ; Norman-Tenazas, Raphael ; Rivera, Corban ; Drenkow, Nathan ; Kleissas, Dean ; LaGrow, Theodore J ; Cowley, Hannah P ; Downs, Joseph ; K. Matelsky, Jordan ; J. Hughes, Marisa ; P. Reilly, Elizabeth ; A. Wester, Brock ; L. Dyer, Eva ; P. Kording, Konrad ; R. Gray-Roncal, William","Gigascience, 2020-12, Vol.9 (12)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1093_gigascience_giaa147
The democratization of bioinformatics: A software engineering perspective,"Lawlor, Brendan ; Sleator, Roy D","Gigascience, 2020-06, Vol.9 (6)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_7305685
CodeShovel: A Reusable and Available Tool for Extracting Source Code Histories,"Grund, Felix ; Chowdhury, Shaiful ; Bradley, Nick C. ; Hall, Braxton ; Holmes, Reid","2021 IEEE/ACM 43rd International Conference on Software Engineering: Companion Proceedings (ICSE-Companion), 2021, p.221-222",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_9402362
RISC-V Console: A Containerized RISC-V Based Game Console Emulator for Education,"Nitta, Christopher ; Kaloti, Aaron ; Wang, Shuotong","Proceedings of the 27th ACM Conference on on Innovation and Technology in Computer Science Education Vol. 1, 2022, p.145-150",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3502718_3524791_brief
Combining Multiple RNA-Seq Data Analysis Algorithms Using Machine Learning Improves Differential Isoform Expression Analysis,"Dimopoulos, Alexandros C. ; Koukoutegos, Konstantinos ; Psomopoulos, Fotis E. ; Moulos, Panagiotis","Methods and protocols, 2021-09, Vol.4 (4), p.68",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2586457007
Deployment and verification of machine learning tool-chain based on kubernetes distributed clusters: This paper is submitted for possible publication in the special issue on high performance distributed computing,"Cai, Haoyu ; Wang, Chao ; Zhou, Xuehai","CCF transactions on high performance computing (Online), 2021-06, Vol.3 (2), p.157-170",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1007_s42514_021_00065_w
Fusion effect of SVM in spark architecture for speech data mining in cluster structure,"Shen, Jianfei ; Wang, Harry Haoxiang","International journal of speech technology, 2020-09, Vol.23 (3), p.481-488",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3322421085
A Review of Scalable Bioinformatics Pipelines,"Fjukstad, Bjørn ; Bongo, Lars Ailo","Data science and engineering, 2017-09, Vol.2 (3), p.245-251",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1007_s41019_017_0047_z
The Observer-Situation Lattice: A Unified Formal Basis for Perspective-Aware Cognition,"Alqithami, Saad","Proc. of the 25th International Conference on Autonomous Agents and Multiagent Systems, 2026, p.3833-3842",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_65109_CHZG9392_brief
Creating CAD designs and performing their subsequent analysis using opensource solutions in Python,"Iakushkin, Oleg O. ; Sedova, Olga S.; Podgorski, Jerzy ; Borowa, Ewa Blazik ; Bec, Jarosław ; Burczynski, Tadeusz ; Kuczma, Mieczyslaw ; Latalski, Jarosław ; Warminski, Jerzy","AIP conference proceedings, 2018, Vol.1922 (1)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2115806562
A Microservice-based Infrastructure for the Academic Research on Semantic Knowledge Graphs and Derived Applications,"Rommel, Florian ; Ziegler, Wolfgang","SHS web of conferences, 2022, Vol.139, p.2002",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1051_shsconf_202213902002
An Agent-Based Approach to Automating Software Performance Testing (Work In Progress Paper),"Binder, Elias ; Li, Xiaozhou ; Janes, Andrea","Companion of the 17th ACM/SPEC International Conference on Performance Engineering, 2026, p.55-61",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3777911_3801107
Reproducible Research in R: A Tutorial on How to Do the Same Thing More Than Once,"Peikert, Aaron ; van Lissa, Caspar J. ; Brandmaier, Andreas M.","Psych, 2021-12, Vol.3 (4), p.836-867",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_83be34c84a7341c0a8e89d0e9e61b7b2
Effect of gastric fluid aspiration on the lung microbiota of laboratory rats,"Finn, Sade M. B. ; Scheuermann, Uwe ; Holzknecht, Zoie E. ; Parker, William ; Granek, Joshua A. ; Lin, Shu S. ; McKenney, Erin A. ; Barbas, Andrew S.","Experimental lung research, 2018-05, Vol.44 (4-5), p.201-210",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1080_01902148_2018_1482976
An efficient multi-task PaaS cloud infrastructure based on docker and AWS ECS for application deployment,"Tihfon, Gemoh Maliva ; Park, Sanghyun ; Kim, Jinsul ; Kim, Yong-Min","Cluster computing, 2016-09, Vol.19 (3), p.1585-1597",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2918257638
Towards a domain-extensible compiler: optimizing an image processing pipeline on mobile CPUs,"Kœhler, Thomas ; Steuwer, Michel","2021 IEEE/ACM International Symposium on Code Generation and Optimization (CGO), 2021, p.27-38",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_CGO51591_2021_9370337
GeNNet: an integrated platform for unifying scientific workflows and graph databases for transcriptome data analysis,"Costa, Raquel L. ; Gadelha, Luiz ; Ribeiro-Alves, Marcelo ; Porto, Fábio","PeerJ (San Francisco, CA), 2017-07, Vol.5, p.e3509, Article e3509",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_5501156
Integrating Containers in the CERN Private Cloud,"Noel, Bertrand ; Michelino, Davide ; Velten, Mathieu ; Rocha, Ricardo ; Trigazis, Spyridon","Journal of physics. Conference series, 2017-10, Vol.898 (9), p.92045",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1088_1742_6596_898_9_092045
Deployment and verification of machine learning tool-chain based on kubernetes distributed clusters,"Cai, Haoyu ; Wang, Chao ; Zhou, Xuehai","CCF transactions on high performance computing (Online), 2021-06, Vol.3 (2), p.157-170",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2933628601
Architectural Concept and Evaluation of a Framework for the Efficient Automation of Computational Scientific Workflows: An Energy Systems Analysis Example,"Liu, Jianlei ; Braun, Eric ; Düpmeier, Clemens ; Kuckertz, Patrick ; Ryberg, D. Severin ; Robinius, Martin ; Stolten, Detlef ; Hagenmeyer, Veit","Applied sciences, 2019-02, Vol.9 (4), p.728",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_3390_app9040728
"Real-time HEP analysis with funcX, a high-performance platform for function as a service","Woodard, Anna Elizabeth ; Trisovic, Ana ; Li, Zhuozhao ; Babuji, Yadu ; Chard, Ryan ; Skluzacek, Tyler ; Blaiszik, Ben ; Katz, Daniel S. ; Foster, Ian ; Chard, Kyle","EPJ Web of conferences, 2020, Vol.245, p.7046",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1051_epjconf_202024507046
"A Reproducible Data Analysis Workflow with R Markdown, Git, Make, and Docker","Peikert, Aaron ; Brandmaier, Andreas M.","Quantitative and Computational Methods in Behavioral Sciences, 2021-05, Vol.1",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_5964_qcmb_3763
Security Assurance in DevOps Methodologies and Related Environments,"Siewruk, Grzegorz ; Mazurczyk, Wojciech ; Karpiński, Andrzej","International Journal of Electronics and Telecommunications, 2019-01, Vol.65 (2), p.211-216",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2650296673
High-availability on-site deployment to heterogeneous architectures for Project 8 and ADMX,"LaRoque, Benjamin","EPJ Web of conferences, 2020, Vol.245, p.7029",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1051_epjconf_202024507029
The SIMPLE Framework for deploying containerized grid services,"Sharma, Mayank ; Silva Junior, Eraldo ; Iliev Vasilev, Boris ; Litmaath, Maarten ; Santana, Renato","EPJ Web of conferences, 2020, Vol.245, p.7017",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2465749278
ENTICE VM Image Analysis and Optimised Fragmentation,"Hajnal, Akos ; Kecskemeti, Gabor ; Marosi, Attila Csaba ; Kovacs, Jozsef ; Kacsuk, Peter ; Lovas, Robert","Journal of grid computing, 2018-06, Vol.16 (2), p.247-263",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10723_018_9430_x
Assessing Automated Machine Learning Service to Detect COVID-19 from X-Ray and CT Images: A Real-Time Smartphone Application Case Study,"Mustafiz, Razib ; Mohsin, Khaled","International journal of computer science issues, 2020-11, Vol.17 (6), p.26-39",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2503973939
Istex: A Database of Twenty Million Scientific Papers with a Mining Tool Which Uses Named Entities,"Maurel, Denis ; Morale, Enza ; Thouvenin, Nicolas ; Ringot, Patrice ; Turri, Angel","Information (Basel), 2019-05, Vol.10 (5), p.178",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_hal_primary_oai_HAL_hal_02152978v1
Forecasting and Optimization as a Service for Energy Management Applications with the Energy Service Generics Framework,"Wölfle, David ; Schmeck, Hartmut","Energy informatics review, 2025-02, Vol.4 (4), p.252-255",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_primary_3717439
CLAIM: a Lightweight Approach to Identify Microservices in Dockerized Environments,"Maggi, Kevin ; Verdecchia, Roberto ; Scommegna, Leonardo ; Vicario, Enrico","Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering, 2024, p.357-362",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3661167_3661206
AutoTM: Automatic Tensor Movement in Heterogeneous Memory Systems using Integer Linear Programming,"Hildebrand, Mark ; Khan, Jawad ; Trika, Sanjeev ; Lowe-Power, Jason ; Akella, Venkatesh","Proceedings of the Twenty-Fifth International Conference on Architectural Support for Programming Languages and Operating Systems, 2020, p.875-890",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3373376_3378465
PyOmeroUpload: A Python toolkit for uploading images and metadata to OMERO,"Hay, Johnny ; Troup, Eilidh ; Clark, Ivan ; Pietsch, Julian ; Zieliński, Tomasz ; Millar, Andrew","Wellcome open research, 2020, Vol.5, p.96",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_12688_wellcomeopenres_15853_2
Continuous Integration - Continuous Security - Continuous Deployment Pipeline Automation for Application Software (CI - CS - CD),"Deepak, Raj D S ; Swarnalatha, P","International Journal of Computer Science and Software Engineering, 2019-10, Vol.8 (10), p.247-253",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2325270550
An Intelligent and Scalable IoT Monitoring Framework for Safety in Civil Construction Workspaces,"Ferreira, Carolina ; Correia, Luciano ; Lopes, Manuel ; Menoita Henriques, João Pedro ; Martins, Pedro ; Wanzeller Guedes de Lacerda, Ana Cristina ; Caldeira, Filipe",,SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_rcaap_revistas_10400_19_7845
Towards a portable open-source tomography toolbox: Containerizing tomography software with docker,"Lin, Meifeng ; Xin, Huolin ; Chu, Yong ; Yan, Hanfei ; Tappero, Ryan ; Thieme, Juergen ; Lee, Wah-Keat ; Biersach, David ; Smart, James ; Jones, Keith ; Titarenko, Valeriy; Thieme, Juergen ; Siddons, D. Peter","AIP conference proceedings, 2016, Vol.1764 (1)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2121696912
A Digital Twin Framework for Liquid-cooled Supercomputers as Demonstrated at Exascale,"Brewer, Wesley ; Maiterth, Matthias ; Kumar, Vineet ; Wojda, Rafal ; Bouknight, Sedrick ; Hines, Jesse ; Shin, Woong ; Greenwood, Scott ; Grant, David ; Williams, Wesley ; Wang, Feiyi","Proceedings of the International Conference for High Performance Computing, Networking, Storage, and Analysis, 2024, p.1-18",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_SC41406_2024_00029
Past-Future Scheduler for LLM Serving under SLA Guarantees,"Gong, Ruihao ; Bai, Shihao ; Wu, Siyu ; Fan, Yunqian ; Wang, Zaijun ; Li, Xiuhong ; Yang, Hailong ; Liu, Xianglong","Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2, 2025, p.798-813",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3676641_3716011
DevOps,"Uphill, Thomas ; Arundel, John ; Khare, Neependra ; Saito, Hideto ; Lee, Hui-Chuan Chloe ; Hsu, Ke-Jou Carol",,SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_ebookcentral_EBC4835403
JuNo-OPS: A DevOps Framework for the Engineering of Digital Twins for Built Assets,"Aissat, Sara ; Beaulieu, Jonathan ; Bordeleau, Francis ; Gascon-Samson, Julien ; Poirier, Erik A. ; Motamedi, Ali","Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems, 2024, p.496-506",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3652620_3688266_brief
Charliecloud: unprivileged containers for user-defined software stacks in HPC,"Priedhorsky, Reid ; Randles, Tim","International Conference for High Performance Computing, Networking, Storage and Analysis (Online), 2017, p.1-10",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3126908_3126925
A Technology-Readiness Evaluation of Private Set Intersection,"Ceulemans, Wout ; Philippaerts, Pieter ; Van Landuyt, Dimitri ; Joosen, Wouter","Proceedings of the 2026 ACM Secure Development Conference, 2026, p.124-134",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3805773_3806002_brief
Loupe: Driving the Development of OS Compatibility Layers,"Lefeuvre, Hugo ; Gain, Gaulthier ; Bădoiu, Vlad-Andrei ; Dinca, Daniel ; Schiller, Vlad-Radu ; Raiciu, Costin ; Huici, Felipe ; Olivier, Pierre","Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1, 2024, p.249-267",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3617232_3624861_brief
CHERI-SIMT: Implementing Capability Memory Protection in GPUs,"Naylor, Matthew ; Joannou, Alexandre ; Markettos, A. Theodore ; Metzger, Paul ; Moore, Simon W. ; Jones, Timothy M.","Proceedings of the 31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1, 2026, p.50-66",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3760250_3762234_brief
Lazy Eye Inspection: Capturing the State of Happy Eyeballs Implementations,"Sattler, Patrick ; Kirstein, Matthias ; Wüstrich, Lars ; Zirngibl, Johannes ; Carle, Georg","Proceedings of the 2025 ACM Internet Measurement Conference, 2025, p.213-221",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3730567_3732925
Securing MCP-based Agent Workflows,"Ntousakis, Grigoris ; Stephen, Julian James ; Le, Michael V. ; Chukkapalli, Sai Sree Laya ; Taylor, Teryl ; Molloy, Ian M. ; Araujo, Frederico","Proceedings of the 4th Workshop on Practical Adoption Challenges of ML for Systems, 2025, p.50-55",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3766882_3767177
The Impact of Hardware Variability on Applications Packaged with Docker and Guix: a Case Study in Neuroimaging,"Vila, Gael ; Medernach, Emmanuel ; Gonzalez Pepe, Ines ; Bonnet, Axel ; Chatelain, Yohan ; Sdika, Michael ; Glatard, Tristan ; Camarasu Pop, Sorina","Proceedings of the 2nd ACM Conference on Reproducibility and Replicability, 2024, p.75-84",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3641525_3663626
PySimPace v2.0: An Easy-to-Use Simulation Tool with Machine Learning Pipelines for Realistic MRI Motion Artifact Generation,"Kumar, Snehil ; Vaughan, Neil ; Fu, Zeyu ; Wilson, Heather","Proceedings of the 33rd ACM International Conference on Multimedia, 2025, p.13656-13659",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3746027_3756875_brief
Porpoise: An LLM-Based Sandbox for Novices to Practice Writing Purpose Statements,"Krishnamurthi, Shriram ; Thießen, Thore ; Vahrenhold, Jan","Proceedings of the 2025 ACM SIGPLAN International Symposium on SPLASH-E, 2025, p.75-89",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3758317_3759683
Automated Environment Extraction for Malicious Package Validation: Leveraging Threat Intelligence,"Guo, Wenbo ; Wang, Limin ; Zhang, Yiran ; Xu, Zhengzi ; Wu, Jiahui","Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering, 2025, p.1756-1759",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3696630_3730568
Enabling HPC Scientific Workflows for Serverless,"Da Silva, Anderson Andrei ; Pablo Hong Enriquez, Rolando ; Rattihalli, Gourav ; Thurimella, Vijay ; Da Silva, Rafael Ferreira ; Milojicic, Dejan","SC24-W: Workshops of the International Conference for High Performance Computing, Networking, Storage and Analysis, 2024, p.110-125",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10820688
PeachCI: Scalable Continuous Integration of Generation-Based Protocol Fuzzing,"Chen, Wanli ; Chen, Yuanliang ; Ma, Fuchen ; Peng, Ruikang ; Xu, Qi ; Jiang, Yu ; Fu, Qiang ; Shi, Heyuan","Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering, 2025, p.1213-1217",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3696630_3728612_brief
Generating Executable Microservice Applications for Performance Benchmarking,"Lubas, Yannik ; Straesser, Martin ; Bauer, André ; Kounev, Samuel","Proceedings of the 16th ACM/SPEC International Conference on Performance Engineering, 2025, p.31-44",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3676151_3719361_brief
ASTRAL: A Tool for the Automated Safety Testing of Large Language Models,"Ugarte, Miriam ; Valle, Pablo ; Parejo, José Antonio ; Segura, Sergio ; Arrieta, Aitor","Proceedings of the 34th ACM SIGSOFT International Symposium on Software Testing and Analysis, 2025, p.31-35",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3713081_3731733
BugsInDLLs : A Database of Reproducible Bugs in Deep Learning Libraries to Enable Systematic Evaluation of Testing Techniques,"Naziri, M M Abid ; Singh, Aman Kumar ; Wu, Benjamin ; Qin, Feiran (Alex) ; Dutta, Saikat ; d'Amorim, Marcelo","Proceedings of the 34th ACM SIGSOFT International Symposium on Software Testing and Analysis, 2025, p.61-65",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3713081_3731739
RecFlex: Enabling Feature Heterogeneity-Aware Optimization for Deep Recommendation Models with Flexible Schedules,"Pan, Zaifeng ; Zheng, Zhen ; Zhang, Feng ; Xie, Bing ; Wu, Ruofan ; Smith, Shaden ; Liu, Chuanjie ; Ruwase, Olatunji ; Du, Xiaoyong ; Ding, Yufei","Proceedings of the International Conference for High Performance Computing, Networking, Storage, and Analysis, 2024, p.1-15",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_SC41406_2024_00047_brief
Microservice Applications and Their Workloads on GitHub,"Lubas, Yannik ; Straesser, Martin ; Rohwer, Ivo ; Kounev, Samuel ; Bauer, André","Companion of the 16th ACM/SPEC International Conference on Performance Engineering, 2025, p.199-205",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3680256_3721321
Between urgency and data quality: assessing the FAIRness of data in social science research on the COVID-19 pandemic,"Batzdorfer, Veronika ; Zenk-Möltgen, Wolfgang ; Young, Laura ; Katsanidou, Alexia ; Breuer, Johannes ; Bishop, Libby","Research ethics review, 2024-10, Vol.20 (4), p.744-763",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_sage_journals_10_1177_17470161241257575
EVT: Accelerating Deep Learning Training with Epilogue Visitor Tree,"Chen, Zhaodong ; Kerr, Andrew ; Cai, Richard ; Kosaian, Jack ; Wu, Haicheng ; Ding, Yufei ; Xie, Yuan","Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 3, 2024, p.301-316",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3620666_3651369
Saving Energy with Per-Variable Bitwidth Speculation,"McMichen, Tommy ; Dlott, David ; Wongse-ammat, Panitan ; Greiner, Nathan ; Khajanchi, Hussain ; Joseph, Russ ; Campanoni, Simone","Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2, 2025, p.1044-1059",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3676641_3716271
Reproscreener: Leveraging LLMs for Assessing Computational Reproducibility of Machine Learning Pipelines,"Bhaskar, Adhithya ; Stodden, Victoria","Proceedings of the 2nd ACM Conference on Reproducibility and Replicability, 2024, p.101-109",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3641525_3663629
