Title,Vernacular Title,Creator,Contributor,Is Part Of,Dissertation,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,permalink
"Towards Understanding Docker Build Faults in Practice: Symptoms, Root Causes, and Fix Patterns",,"Wu, Yiwen ; Zhang, Yang ; Wang, Tao ; Ding, Bo ; Wang, Huaimin",,"Proceedings of the ACM on software engineering, 2025-06, Vol.2 (FSE), p.868-890, Article FSE040",,,,,"Docker building is a critical component of containerization in modern software development, automating the process of packaging and converting sources into container images. It is not uncommon to find that Docker build faults (DBFs) occur frequently across Docker-based projects, inducing non-negligible costs in development activities. DBF resolution is a challenging problem and previous studies have demonstrated that developers spend non-trivial time in resolving encountered build faults. However, the characteristics of DBFs is still under-investigated, hindering practical solutions to build management in the Docker community. In this paper, to bridge this gap, we present a comprehensive study for understanding the real-world DBFs in practice. We collect and analyze a DBF dataset of 255 issues and 219 posts from GitHub, Stack Overflow, and Docker Forum. We investigate and construct characteristic taxonomies for the DBFs, including 15 symptoms, 23 root causes, and 35 fix patterns. Moreover, we study the fault distributions of symptoms and root causes, in terms of the different build types, i.e., Dockerfile builds and Docker-compose builds. Based on the results, we provide actionable implications and develop a knowledge-based application, which can potentially facilitate research and assist developers in improving the Docker build management.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3715757
Predicting Software Refactoring With a Reinforcement Learning Framework Using Deep Q Network,,"Misra, Sanjay ; Patnaik, Archana ; Padhy, Neelamadhab ; Kumar, Lov ; Panigrahi, Rasmita",,"International journal of software science and computational intelligence, 2025-11, Vol.17 (1), p.1-28",,Algorithms ; Automation ; Machine learning ; Realtime . . . ; Software,,,"The primary objective of this work is to identify the scope of requirements for existing software projects by considering the source code metrics. In this work, the authors used Deep Q Network (DQN) for refactoring prediction, for which three open-source real-time projects, Antlr4, Junit, and Oryx, are taken into consideration. Different code metrics like Cyclomatic Complexity, Lines of Code, Coupling between Objects Lack of Cohesion are taken as input parameters. Based on the experimental analysis, five different types of refactoring predictions are performed, and the requirement of Extract Method and Move Class is higher as compared to other techniques. JUnit framework identifies a high scope of refactoring for which the performance evaluation metrics values are with an accuracy 97%, recall of .96, f-measure of 0.96, precison of 0.96. Q-Learning can be considered as one of the best techniques for identifying the need for code alteration by considering the probable values that resemble the Q-Value used for analysing the maintainability index.",,,,,Hershey: IGI Global,,,,,ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_4018_IJSSCI_393452
Modus: a Datalog dialect for building container images,,"Tomy, Chris ; Wang, Tingmao ; Barr, Earl T. ; Mechtaev, Sergey",,"Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering, 2022, p.595-606",,,,,"Containers help share and deploy software by packaging it with all its dependencies. Tools, like Docker or Kubernetes, spawn containers from images as specified by a build system’s language, such as Dockerfile. A build system takes many parameters to build an image, including OS and application versions. These build parameters can interact: setting one can restrict another. Dockerfile lacks support for reifying and constraining these interactions, thus forcing developers to write a build script per workflow. As a result, developers have resorted to creating ad-hoc solutions such as templates or domain-specific frameworks that harm performance and complicate maintenance because they are verbose and mix languages.
To address this problem, we introduce Modus, a Datalog dialect for building container images. Modus' key insight is that container definitions naturally map to proof trees of Horn clauses. In these trees, container configurations correspond to logical facts, build instructions correspond to logic rules, and the build tree is computed as the minimal proof of the Datalog query specifying the target image. Modus relies on Datalog’s expressivity to specify complex workflows with concision and facilitate automatic parallelisation.
We evaluated Modus by porting build systems of six popular Docker Hub images to Modus. Modus reduced the code size by 20.1% compared to the used ad-hoc solutions, while imposing a negligible performance overhead, preserving the original image size and image efficiency. We also provide a detailed analysis of porting OpenJDK image build system to Modus.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3540250_3549133
Developer interaction traces backed by IDE screen recordings from think aloud sessions,,"Yamashita, Aiko ; Petrillo, Fabio ; Khomh, Foutse ; Guéhéneuc, Yann-Gaël",,"2018 IEEE/ACM 15th International Conference on Mining Software Repositories (MSR), 2018, p.50-53",,Business enterprises ; Data mining ; Machine learning ; Programming ; Reliability ; Software,,,"There are two well-known difficulties to test and interpret methodologies for mining developer interaction traces: first, the lack of enough large datasets needed by mining or machine learning approaches to provide reliable results; and second, the lack of ""ground truth"" or empirical evidence that can be used to triangulate the results, or to verify their accuracy and correctness. Moreover, relying solely on interaction traces limits our ability to take into account contextual factors that can affect the applicability of mining techniques in other contexts, as well hinders our ability to fully understand the mechanics behind observed phenomena. The data presented in this paper attempts to alleviate these challenges by providing 600+ hours of developer interaction traces, from which 26+ hours are backed with video recordings of the IDE screen and developer's comments. This data set is relevant to researchers interested in investigating program comprehension, and those who are developing techniques for interaction traces analysis and mining.",,,,,"New York, NY, USA: ACM",,,,,IEEE Proceedings Order Plans (POP All) 1998-Present; ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3196398_3196457_brief
FindICI: Using machine learning to detect linguistic inconsistencies between code and natural language descriptions in infrastructure-as-code,,"Borovits, Nemania ; Kumara, Indika ; Di Nucci, Dario ; Krishnan, Parvathy ; Palma, Stefano Dalla ; Palomba, Fabio ; Tamburri, Damian A. ; Heuvel, Willem-Jan van den",,"Empirical software engineering : an international journal, 2022-12, Vol.27 (7), p.178, Article 178",,Algorithms ; Classification ; Computer science ; Linguistics ; Machine learning ; Translators,,,"Linguistic anti-patterns are recurring poor practices concerning inconsistencies in the naming, documentation, and implementation of an entity. They impede the readability, understandability, and maintainability of source code. This paper attempts to detect linguistic anti-patterns in Infrastructure-as-Code (IaC) scripts used to provision and manage computing environments. In particular, we consider inconsistencies between the logic/body of IaC code units and their short text names. To this end, we propose
FindICI
a novel automated approach that employs word embedding and classification algorithms. We build and use the abstract syntax tree of IaC code units to create code embeddings used by machine learning techniques to detect inconsistent IaC code units. We evaluated our approach with two experiments on Ansible tasks systematically extracted from open source repositories for various word embedding models and classification algorithms. Classical machine learning models and novel deep learning models with different word embedding methods showed comparable and satisfactory results in detecting inconsistent Ansible tasks related to the top-10 used Ansible modules.",,,,,New York: Springer US,,,,,SpringerLink Journals - AutoHoldings; ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2718637866
"Exploring the Dependency Network of Docker Containers: Structure, Diversity, and Relationship",,"Zhang, Yinyuan ; Zhang, Yang ; Wu, Yiwen ; Lu, Yao ; Wang, Tao ; Mao, Xinjun",,"12th Asia-Pacific Symposium on Internetware, 2020, p.199-208",,,,,"Container technologies are being widely used in large scale production cloud environments, of which Docker has become the de-facto industry standard. As a key step, containers need to define their dependent base image, which makes complex dependencies exist in a large number of containers. Prior studies have shown that references between software packages could form technical dependencies, thus forming a dependency network. However, little is known about the details of docker container dependency networks. In this paper, we perform an empirical study on the dependency network of docker containers from more than 120,000 dockerfiles. We construct the container dependency network and analyze its network structure. Further, we focus on the Top-100 dominant containers and investigate their subnetworks, including diversity and relationships. Our findings help to characterize and understand the container dependencies in the docker community and motivate the need for developing container dependency management tools.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3457913_3457927
Empirical evidence on technical challenges when adopting continuous practices,,"Portela, André ; de França, Breno Bernard Nicolau",,"Proceedings of the XXXVII Brazilian Symposium on Software Engineering, 2023, p.11-20",,,,,"Context: Continuous Software Engineering offers several benefits like fast iterations, increased reliability, and shorter lead times to react to business needs through practices like Continuous Integration, Delivery, and Deployment, but these practices come with many adoption challenges, which may appear as social (hard to identify and overcome) or technical challenges (TCs). Since anticipating even a small amount of possible challenges can be overwhelming, there is value in detecting them as early as possible to make it cheaper, faster, and more feasible to adopt this set of practices. Objective: We summarize evidence about identifying TCs to adopt continuous deployment and related practices. Method: We performed a Rapid Review that analyzed 14 studies and performed a narrative summary to provide an evidence briefing to practitioners. Results: We identified 121 TCs and organized them into nine categories: architecture, building, code, deployment, development practices, operations, pipeline, security, and testing. TCs related to code, pipeline, and testing are the most prevalent in the reviewed literature, while operations and deployment are the least. Static analysis strategies are the most used for detecting TCs, accounting for 94 detection strategies out of 100. However, most of these static analyses resort to some parsing technique. Specifically, Abstract Syntax Tree is the most used, detecting 44 TCs. Conclusion: Most studies have mixed evidence about identifying TCs to adopt continuous practices - some focus on evaluating the efficiency of detection strategies. In contrast, others are more focused on their characterization. We also identified varying levels of efficiency when detecting TCs. Finally, we advise attention to interpreting the results based on the overall quality score.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3613372_3613390_brief
From static code analysis to visual models of microservice architecture,,"Cerny, Tomas ; Abdelfattah, Amr S. ; Yero, Jorge ; Taibi, Davide",,"Cluster computing, 2024-07, Vol.27 (4), p.4145-4170",,Architects ; Architecture ; Augmented reality ; Computer networks ; Computer science ; Documentation ; Quality assurance ; Software ; System analysis ; System design ; Visualization,,,"Microservice architecture is the mainstream driver for cloud-native systems. It brings various benefits to the development process, such as enabling decentralized development and evolution of self-contained system parts, facilitating their selective scalability. However, new challenges emerge in such systems as the system-holistic quality assurance becomes difficult. It becomes hard to maintain the desired system architecture since many teams are involved in the development process and have greater autonomy. Without instruments and practices to coordinate teams and assess the system as a whole, the system is prone to architectural degradation. To face such challenges, various architectural aspects of the system should be accessible to practitioners. It would give them a better understanding of interconnections and dependencies among the microservice they manage and the context of the entire system. This manuscript provides the perspective on uncovering selected system architectural views using static code analysis. It demonstrates that holistic architectural views can be effectively derived from the system codebase(s), highlighting dependencies across microservices. Such new perspectives will aid practitioners in making informed decisions when intending to change and evolve the system. Moreover, with such a new instrument for system holistic assessment, we quickly realize that human experts must cope with another problem, the evergrowing scales of cloud-native systems. To elaborate on the topic, this manuscript examines how static analysis outcomes can be transformed into interactive architectural visualizations to assist practitioners in handling large-scale complexities.",,,,,New York: Springer US,,,,,SpringerLink Journals - AutoHoldings; ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3087437817
Patterns of multi-container composition for service orchestration with Docker Compose,,"Eng, Kalvin ; Hindle, Abram ; Stroulia, Eleni",,"Empirical software engineering : an international journal, 2024-05, Vol.29 (3), p.65, Article 65",,Composition ; Computer science ; Computer software ; Containers ; Data Collection ; Product design ; Quantitative research ; Software engineering ; Translators,,,"Software design patterns present general code solutions to common software design problems. Modern software systems rely heavily on containers for running their constituent service components. Yet, despite the prevalence of ready-to-use Docker service images ready to participate in multi-container service compositions of applications, developers do not have much guidance on how to compose their own Docker service orchestrations. Thus in this work, we curate a dataset of successful projects that employ Docker Compose as an orchestration tool to run multiple service containers; then, we engage in qualitative and quantitative analysis of Docker Compose configurations. The collection of data and analysis enables the identification and naming of repeating multi-container composition patterns that are used in numerous successful open-source projects, much like software design patterns. These patterns highlight how software systems are orchestrated in the real-world and can give examples to anybody wishing to compose their own service orchestrations. These contributions also advance empirical research in software engineering patterns as evidence is provided about how Docker Compose is used.",,,,,New York: Springer US,,,,,SpringerLink Journals - AutoHoldings; ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3050366414
Applying Model-Driven Engineering to Stimulate the Adoption of DevOps Processes in Small and Medium-Sized Development Organizations: The Case for Microservice Architecture,,"Sorgalla, Jonas ; Wizenty, Philip ; Rademacher, Florian ; Sachweh, Sabine ; Zündorf, Albert",,"SN computer science, 2021-11, Vol.2 (6), Article 459",,Computer science ; Vision,,,"Microservice architecture (MSA) denotes an increasingly popular architectural style in which business capabilities are wrapped into autonomously developable and deployable software components called microservices. Microservice applications are developed by multiple DevOps teams each owning one or more services. In this article, we explore the state of how DevOps teams in small and medium-sized organizations (SMOs) cope with MSA and how they can be supported. We show through a secondary analysis of an exploratory interview study comprising six cases, that the organizational and technological complexity resulting from MSA poses particular challenges for small and medium-sized organizations (SMOs). We apply model-driven engineering to address these challenges. As results of the second analysis, we identify the challenge areas of building and maintaining a common architectural understanding, and dealing with deployment technologies. To support DevOps teams of SMOs in coping with these challenges, we present a model-driven workflow based on LEMMA—the Language Ecosystem for Modeling Microservice Architecture. To implement the workflow, we extend LEMMA with the functionality to (i) generate models from API documentation; (ii) reference remote models owned by other teams; (iii) generate deployment specifications; and (iv) generate a visual representation of the overall architecture. We validate the model-driven workflow and our extensions to LEMMA through a case study showing that the added functionality to LEMMA can bring efficiency gains for DevOps teams. To develop best practices for applying our workflow to maximize efficiency in SMOs, we plan to conduct more empirical research in the field in the future.",,,,,Singapore: Springer Singapore,,,,,SpringerLink Journals - AutoHoldings; ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1007_s42979_021_00825_z
Understanding and Predicting Docker Build Duration: An Empirical Study of Containerized Workflow of OSS Projects,,"Wu, Yiwen ; Zhang, Yang ; Xu, Kele ; Wang, Tao ; Wang, Huaimin",,"Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering, 2022, p.1-13",,,,,"Docker building is a critical component of containerized workflow, which automates the process by which sources are packaged and transformed into container images. If not run properly, Docker builds can bring long durations (i.e., slow builds), which increases the cost in human and computing resources, and thus inevitably affect the software development. However, the current status and remedy for the duration cost in Docker builds remain unclear and need an in-depth study. To fill this gap, this paper provides the first empirical investigation on 171,439 Docker builds from 5,833 open source software (OSS) projects. Starting with an exploratory study, the Docker build durations can be characterized in real-world projects, and the developers’ perceptions of slow builds are obtained via a comprehensive survey. Driven by the results of our exploratory study, we propose a prediction modeling of Docker build duration, leveraging 27 handcrafted features from build-related context and configuration and 8 regression algorithms for the prediction task. Our results demonstrate that Random Forest model provides the superior performance with a Spearman’s correlation of 0.781, outperforming the baseline random model by 82.9% in RMSE, 90.6% in MAE, and 94.4% in MAPE, respectively. The implications of this study will facilitate research and assist practitioners in improving the Docker build process.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3551349_3556940
A study of how Docker Compose is used to compose multi-component systems,,"Ibrahim, Md Hasan ; Sayagh, Mohammed ; Hassan, Ahmed E.",,"Empirical software engineering : an international journal, 2021-11, Vol.26 (6), Article 128",,Computer science ; Containers ; Maintenance ; Software ; Translators,,,"Many modern software applications are composed of several components (e.g., a web application is composed of a web server component and a database component). Each of these components can be instantiated as a container from a Docker image. Each Docker image corresponds to a software package (e.g, Apache or MySQL) along with various configuration details. Such containerization simplifies, speeds up, and enables the systematic deployment and maintenance of components at scale. As a natural progression of Docker, applications are now using “Docker Compose” to compose multi-component (aka. multi-container) applications by specifying the various components and their relations – in turn simplifying the deployment and maintenance of complex multi-component applications. This paper reports on a study of 4,103 open-source Github projects that use Docker Compose. Our primary goal is to better understand how it is used in the wild. We observe that over a quarter (26.8%) of the studied projects use Docker Compose for single-component applications. The Docker Compose file for an application is infrequently updated with 30% of such files never changed. We also observe that most of the composed applications leverage basic Docker Compose options instead of using advanced options (e.g., just 4.3% of the multi-component applications use a security related option). While Docker Compose has evolved over the years (it is currently at version 3), applications rarely adopt the new versions and 2.4% of the studied projects downgraded to an earlier version due to platform and option compatibility issues. Our study highlights that while applications are using Docker Compose, they appear to be content with its basic options and earlier versions in many instances. Future studies are needed to better understand how to improve the uptake of the more advanced aspects of Docker Compose, if they are needed at all.",,,,,New York: Springer US,,,,,SpringerLink Journals - AutoHoldings; ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10664_021_10025_1
Securing the Foundation of AI: A Deep Dive into Dependency Management and Security in Deep Learning Frameworks,,"Tan, Xin ; Hou, Bo ; Zhang, Li",,"ACM transactions on software engineering and methodology, 2026-02",,,,,"Deep learning (DL) frameworks such as TensorFlow and PyTorch have powered major AI advancements, yet their reliance on third-party libraries introduces critical, understudied security risks. This paper examines dependency management in these frameworks, focusing on dependency characteristics, associated vulnerabilities, and mitigation strategies. We analyze 448 libraries, 8,641 dependency-related commits, and 72 vulnerabilities, using GitHub APIs, official package sites, NVD/CWE databases, and a developer survey. Our findings show that while both frameworks share similar dependency types, PyTorch has more dependencies with less frequent updates. Both exhibit substantial vulnerabilities—42 in TensorFlow and 30 in PyTorch—almost half of which are high or critical severity, many unresolved. Notably, cumulative vulnerability exposure events reach 9,653 for TensorFlow and 627 for PyTorch, largely due to repeated removal and reintroduction of vulnerable dependencies. We also reveal that most security fixes occur incidentally alongside dependency optimization or compatibility improvements. Only 12% of changes explicitly address security, despite 90% of developers acknowledging its importance, reflecting limited experience, over-reliance on dependencies, and unclear accountability. This study sheds light on dependency management practices in DL frameworks, highlighting critical security risks and offering actionable guidance to strengthen DL ecosystem security and resilience.",,,,,,,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3798048
Unveiling the Energy Vampires: A Methodology for Debugging Software Energy Consumption,,"Roque, Enrique Barba ; Cruz, Luis ; Durieux, Thomas",,"Proceedings / International Conference on Software Engineering, 2025, p.2406-2418",,Energy consumption ; Hardware ; Software measurement,,,"Energy consumption in software systems is becoming increasingly important, especially in large-scale deployments. However, debugging energy-related issues remains challenging due to the lack of specialized tools. This paper presents an energy debugging methodology for identifying and isolating energy consumption hotspots in software systems. We demonstrate the methodology's effectiveness through a case study of Redis, a popular in-memory database. Our analysis reveals significant energy consumption differences between Alpine and Ubuntu distributions, with Alpine consuming up to 20.2% more power in certain operations. We trace this difference to the implementation of the memcpy function in different C standard libraries (musl vs. glibc). By isolating and benchmarking memcpy, we confirm it as the primary cause of the energy discrepancy. Our findings highlight the importance of considering energy efficiency in software dependencies and demonstrate the capability to assist developers in identifying and addressing energy-related issues. This work contributes to the growing field of sustainable software engineering by providing a systematic approach to energy debugging and using it to unveil unexpected energy behaviors in Alpine.",,,,,"Piscataway, NJ, USA: IEEE Press",,,,,IEEE Proceedings Order Plans (POP All) 1998-Present; ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ICSE55347_2025_00118
Enhancing software quality of CI/CD pipeline through continuous testing: a DevOps-driven maintainable hybrid automation testing framework,,"Patel, Akshit Raj ; Tyagi, Sulabh",,"International journal of information technology (Singapore. Online), 2025-09, Vol.17 (7), p.4119-4133",,Algorithms ; Artificial intelligence ; Automation ; Case studies ; Computer science ; Computer software ; Design ; Efficiency ; Feedback ; Machine learning ; Software engineering ; Vision,,,"The rapid adoption of DevOps methodologies has revolutionized software development by enabling Continuous Integration and Continuous Deployment (CI/CD). However, ensuring efficient, scalable, and maintainable automated testing remains a significant challenge in DevOps-driven environments. This study introduces the Maintainable Hybrid Test Automation Framework (MHTAF), designed to enhance test efficiency, reliability, and code quality. MHTAF leverages the Page Object Model (POM) to promote test script reusability and integrates key DevOps tools, including Selenium for test automation, Jenkins for CI/CD management, SonarQube for continuous code quality assessment, and Docker for containerized deployment. To evaluate the framework, we implemented MHTAF on two large-scale e-commerce platforms, Amazon and Flipkart. Experimental results demonstrate significantly reduced code duplication, improved test execution efficiency, and enhanced maintainability within CI/CD pipelines. Our findings highlight MHTAF’s effectiveness in streamlining test automation while ensuring high software quality in dynamic DevOps environments.",,,,,Singapore: Springer Nature Singapore,,,,,SpringerLink Journals - AutoHoldings,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3255830003
Applying Model-Driven Engineering to Stimulate the Adoption of DevOps Processes in Small and Medium-Sized Development Organizations,,"Sorgalla, Jonas ; Wizenty, Philip ; Rademacher, Florian ; Sachweh, Sabine ; Zündorf, Albert",,"SN computer science, 2021-11, Vol.2 (6), p.459",,"Associations, institutions, etc. ; Communication ; Computer software ; Engineering ; Practice Guidelines as Topic ; Software ; Software engineering ; Workflow",,,"Microservice architecture (MSA) denotes an increasingly popular architectural style in which business capabilities are wrapped into autonomously developable and deployable software components called microservices. Microservice applications are developed by multiple DevOps teams each owning one or more services. In this article, we explore the state of how DevOps teams in small and medium-sized organizations (SMOs) cope with MSA and how they can be supported. We show through a secondary analysis of an exploratory interview study comprising six cases, that the organizational and technological complexity resulting from MSA poses particular challenges for small and medium-sized organizations (SMOs). We apply model-driven engineering to address these challenges. As results of the second analysis, we identify the challenge areas of building and maintaining a common architectural understanding, and dealing with deployment technologies. To support DevOps teams of SMOs in coping with these challenges, we present a model-driven workflow based on LEMMA—the Language Ecosystem for Modeling Microservice Architecture. To implement the workflow, we extend LEMMA with the functionality to (i) generate models from API documentation; (ii) reference remote models owned by other teams; (iii) generate deployment specifications; and (iv) generate a visual representation of the overall architecture. We validate the model-driven workflow and our extensions to LEMMA through a case study showing that the added functionality to LEMMA can bring efficiency gains for DevOps teams. To develop best practices for applying our workflow to maximize efficiency in SMOs, we plan to conduct more empirical research in the field in the future.",,,,,Kolkata: Springer Nature B.V,,,,,SpringerLink Journals - AutoHoldings; ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2932345182
A Dataset of Microservices-based Open-Source Projects,,"Amoroso d'Aragona, Dario ; Bakhtin, Alexander ; Li, Xiaozhou ; Su, Ruoyu ; Adams, Lauren ; Aponte, Ernesto ; Boyle, Francis ; Boyle, Patrick ; Koerner, Rachel ; Lee, Joseph ; Tian, Fangchao ; Wang, Yuqing ; Nyyssölä, Jesse ; Quevedo, Ernesto ; Rahaman, Shahidur Md ; Abdelfattah, Amr S. ; Mäntylä, Mika ; Cerny, Tomas ; Taibi, Davide",,"Proceedings (IEEE/ACM International Conference on Mining Software Repositories. Online), 2024, p.504-509",,Computer architecture ; Industries ; Pipelines,,,"Researchers in the microservices community often resort to demonstrating the impact of their proposed advancements on custom-made microservices projects. This is a possible source of bias that can reduce the trustworthiness of the results. Moreover, it is hard to compare advances in small projects, often developed due to lack of time. It is common across disciplines to recognize benchmarks that mitigate bias and unify the advancements' impact. To facilitate the identification of available open-source microservice projects (OSS-MS), we performed a comprehensive study to identify, curate, and catalog OSS-MS. We started with 389559 projects and filtered them down to 3804 projects that we manually labeled. After manual labeling, our dataset contains 378 projects with three or more microservices and with over 100 commits. We document the projects from many perspectives, including project size, platform, number of contributors, project purpose, and foundation support. This dataset can serve researchers as a roadmap to identify benchmarks, as our dataset can be used to answer questions such as whether the number of services impacts the issue count.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643991_3644890
"GPS Pipeline: portable, scalable genomic pipeline for Streptococcus pneumoniae surveillance from Global Pneumococcal Sequencing Project",,"Hung, Harry C. H. ; Kumar, Narender ; Dyster, Victoria ; Yeats, Corin ; Metcalf, Benjamin ; Li, Yuan ; Hawkins, Paulina A. ; McGee, Lesley ; Bentley, Stephen D. ; Lo, Stephanie W.",,"Nature communications, 2025-09, Vol.16 (1), p.8345-12, Article 8345",,Anti-infective agents ; Antibiotics ; Bacteria ; Bioinformatics ; Classification ; Drug resistance ; Genomes ; Genomics ; Human beings ; Internet access ; Metadata ; Pathogenic microorganisms ; Pathogens ; Public health ; Quality control ; Science ; Serogroup ; Software ; Streptococcus pneumoniae ; Vaccines ; Whole Genome Sequencing,,,"Streptococcus pneumoniae
(pneumococcus) is a major pathogen globally, responsible for an estimated one million deaths annually and contributing significantly to the global burden of antimicrobial resistance. Ongoing surveillance of its vaccine antigen (i.e. serotypes), antimicrobial resistance, and pneumococcal lineages is crucial for assessing the impact of vaccination programs and guiding future vaccine design. However, current bioinformatics tools have several limitations that prevent them from enabling comprehensive analysis that allows simultaneous, large-scale, and independent generation of these crucial data. Here, we present the GPS Pipeline that enables reliable extraction of public health information from pneumococcal genomes using in silico methods. It can accurately identify 102 of 107 known serotypes, recognise 1053 pneumococcal lineages, and predict susceptibilities to 19 common antibiotics. Built on Nextflow and utilising containerisation technology, the GPS Pipeline minimises software setup requirements and bioinformatics expertise while facilitating large-scale analysis of genomic data. The GPS Pipeline was applied and validated on 20,924 pneumococcal genomes worldwide, demonstrating its effectiveness in enhancing responsiveness in pneumococcal genomic surveillance.
The GPS Pipeline enables accessible and scalable genomic surveillance of Streptococcus pneumoniae. It performs quality control and in silico typing of sequencing reads with high accuracy using a single simple command, without requiring the internet.",,,,,London: Nature Publishing Group UK,,,,,MEDLINE Complete; Publicly Available Content Database; Springer Nature - nature.com Journals - Fully Open Access; ProQuest Central; DOAJ Directory of Open Access Journals; Springer Nature OA Free Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3254121677
Nine quick tips for software containerization,,"Moreau, David ; Wiebels, Kristina",,"PLoS computational biology, 2026-04, Vol.22 (4), p.e1014197",,Computational biology ; Computer software ; Methodology ; Methods ; Reproducibility of Results ; Software ; Software engineering,,,"Software containerization has become a cornerstone of modern computational biology, enabling researchers to package code, dependencies, and execution environments in portable and reusable units. Containers support reproducibility, facilitate collaboration, and lower barriers to deploying complex computational workflows across heterogeneous systems. At the same time, inappropriate or superficial use of containers can undermine these benefits, leading to brittle environments, security risks, or false confidence in reproducibility. In this article, we present nine practical and actionable tips for using software containers effectively in computational biology research. Rather than focusing narrowly on container syntax or tooling, we address conceptual decisions that arise throughout the research lifecycle: when containerization is appropriate, how to balance reproducibility with flexibility, how to manage dependencies and data, and how to share containers responsibly. These tips are intended for researchers with varying levels of experience, from those adopting containers for the first time to those maintaining mature, containerized workflows.",,,,,United States: Public Library of Science,,,,,Academic Search Complete; Academic Search Ultimate [EBSCO]; MEDLINE Complete; Open Access: Public Library of Science (PLoS) Journals Open Access; Publicly Available Content Database; ProQuest Central; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3334062872
Toward Understanding the Security of Plugins in Continuous Integration Services,,"Li, Xiaofan ; Gu, Yacong ; Qiao, Chu ; Zhang, Zhenkai ; Liu, Daiping ; Ying, Lingyun ; Duan, Haixin ; Gao, Xing",,"Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security, 2024, p.482-496",,,,,"Mainstream Continuous Integration (CI) platforms have provided the plugin functionality to accelerate the development of CI pipelines. Unfortunately, CI plugins, which are essentially reusable code snippets, also expose new attack surfaces as plugins might be developed by less trusted users. In this paper, we present an in-depth study to understand potential security risks in existing CI plugins. We conduct a comprehensive analysis of plugin implementations on four mainstream CI platforms (GitHub Actions, GitLab CI, CircleCI, and Azure Pipelines), and investigate several weak links in existing plugin distributions and isolation mechanisms. We investigate seven attack vectors that can enable attackers to hijack plugins and distribute malicious code without plugins users being aware, and further exploit hijacked plugins to manipulate the workflow execution. Additionally, we find that plugin dependency (a plugin references other plugins) might further amplify the attack impact of our disclosed attacks. To evaluate the potential impact, we conduct a large-scale measurement on GitHub and GitLab, covering a total of 1,328,912 repositories using the aforementioned CI platforms. Our measurement results show that a large number of repositories and existing plugins, including many widely used ones, are potentially vulnerable to the proposed attacks. We have duly reported the identified vulnerabilities and received positive responses.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3658644_3670366_brief
