Title,Vernacular Title,Creator,Contributor,Is Part Of,Dissertation,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,permalink
Semantics-aware scheduling policies for synchronization determinism,,"Zhao, Qi ; Qiu, Zhengyi ; Jin, Guoliang",,"Proceedings of the 24th Symposium on Principles and Practice of Parallel Programming, 2019, p.242-256",,,,,"A common task for all deterministic multithreading (DMT) systems is to enforce synchronization determinism. However, synchronization determinism has not been the focus of existing DMT research. Instead, most DMT systems focused on how to order data races remained after synchronization determinism is enforced. Consequently, existing scheduling policies for synchronization determinism all have limitations. They may either require performance annotations to achieve good performance or fail to provide schedule stability.
In this paper, we argue that synchronization determinism is more fundamental to DMT systems than existing research suggests and propose efficient and effective scheduling policies. Our key insight is that synchronization operations actually encode programmers' intention on how inter-thread communication should be done and can be used as hints while scheduling synchronization operations. Based on this insight, we have built QiThread, a synchronization-determinism system with semantics-aware scheduling policies. Results of a diverse set of 108 programs show that QiThread is able to achieve comparable low overhead as state-of-the-art synchronization-determinism systems without the limitations associated with them.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3293883_3295731
Automatic Failure Recovery for Container-Based IoT Edge Applications,,"Olorunnife, Kolade ; Lee, Kevin ; Kua, Jonathan",,"Electronics (Basel), 2021-12, Vol.10 (23), p.3047",,Architecture ; Cloud computing ; Communication ; Containers ; Data processing ; Edge computing ; Internet of things ; Logistics ; Software,,,"Recent years have seen the rapid adoption of Internet of Things (IoT) technologies, where billions of physical devices are interconnected to provide data sensing, computing and actuating capabilities. IoT-based systems have been extensively deployed across various sectors, such as smart homes, smart cities, smart transport, smart logistics and so forth. Newer paradigms such as edge computing are developed to facilitate computation and data intelligence to be performed closer to IoT devices, hence reducing latency for time-sensitive tasks. However, IoT applications are increasingly being deployed in remote and difficult to reach areas for edge computing scenarios. These deployment locations make upgrading application and dealing with software failures difficult. IoT applications are also increasingly being deployed as containers which offer increased remote management ability but are more complex to configure. This paper proposes an approach for effectively managing, updating and re-configuring container-based IoT software as efficiently, scalably and reliably as possible with minimal downtime upon the detection of software failures. The approach is evaluated using docker container-based IoT application deployments in an edge computing scenario.",,,,,Basel: MDPI AG,,,,,ProQuest Central UK/Ireland; Publicly Available Content Database,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2608082919
"Widening The Adoption of Web API Fuzzing: Docker, GitHub Action and Python Support for EvoMaster",,"Arcuri, Andrea ; Garrett, Philip ; Galeotti, Juan Pablo ; Zhang, Man",,"Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering, 2025, p.1084-1088",,,,,"Web APIs, like for example REST, GraphQL and RPC APIs, are widely used in industry. Due to their importance, a lot of research work has been carried out in the recent years on test automation in this domain. Several fuzzers have been developed and evaluated in the research literature. EvoMaster is a state-of-the-art, search-based fuzzer for Web APIs. It is in active development, since 2016, and it is used in several enterprises around the world, like for example at Meituan and Volkswagen. In this paper, we present and discuss its most recent technical features, aimed at widening its adoption in industry. In particular, we discuss its release on Docker, its use in Continuous Integration environments such as GitHub Actions, and the support for test case outputs in Python. This enables us a better technology transfer from academic results to industrial practice. A video showcasing these new features is currently available at: https://youtu.be/l1ybs7SjvcA",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3696630_3728586
Understanding Self-Admitted Technical Debt in Test Code: An Empirical Study,,"Nakamura, Ibuki ; Kashiwa, Yutaro ; Lin, Bin ; Iida, Hajimu",,"ACM transactions on software engineering and methodology, 2026-01",,,,,"Developers often opt for easier but non-optimal implementation to meet deadlines or create rapid prototypes, leading to additional effort known as technical debt to improve the code later. Oftentimes, developers explicitly document the technical debt in code comments, referred to as Self-Admitted Technical Debt (SATD). Numerous researchers have investigated the impact of SATD on different aspects of software quality and development processes. However, most of these studies focus on SATD in production code, often overlooking SATD in the test code or assuming that it shares similar characteristics with SATD in production code. In fact, a significant amount of SATD is also present in the test code, with many instances not fitting into existing categories for the production code. This study aims to fill this gap and disclose the nature of SATD in the test code by examining its distribution and types. Moreover, the relation between its presence and test quality is also analyzed. Our empirical study, involving 17,766 SATD comments (14,987 from production code, 2,779 from test code) collected from 50 repositories, demonstrates that while SATD widely exists in test code, it is not directly associated with test smells. Our study also presents comprehensive categories of SATD types in the test code, and machine learning models are developed to automatically classify SATD comments based on their types for easier management. Our results show that the CodeBERT-based model outperforms other machine learning models in terms of recall and F1-score. However, the performance varies on different types of SATD.",,,,,,,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3786791
Do SDN configuration changes get reviewed differently? An empirical study at TELUS,,"Kansab, Samah ; Aïdasso, Henri ; Bordeleau, Francis ; Tizghadam, Ali",,"Empirical software engineering : an international journal, 2026-06, Vol.31 (6), p.165",,Computer science ; Configurations ; Documentation ; Feedback ; Quantitative research ; Translators,,,"Configuration files are crucial in Software-Defined Networking (SDN) as they define policies required for the dynamic and safe management of large-scale network traffic. Frequent changes to these files can indicate adaptability and responsiveness but may also suggest instability or frequent reconfiguration needs, due to the intricate dependencies between network components and the risk of misconfigurations that can affect network performance and security. This complexity introduced by these configuration changes poses significant challenges, complicating both the development and review processes. Managing and reviewing these changes effectively is essential to ensure that the network remains robust, secure, and optimized, making it crucial to understand and address the difficulties associated with configuration files in SDN context. This paper presents the results of a study conducted in collaboration with our industrial partner, a telecom company providing SDN-based solutions, to investigate the specific challenges related to the review of configuration files compared to traditional development and documentation files. We analyze 8,495 GitLab Merge Requests (MRs) from five configuration-centric projects. Using both quantitative and qualitative methods, we compare configuration MRs with development and documentation MRs, and examine differences between configuration bug-related and non-bug-related MRs. Our findings show that configuration-dominant MRs (more than 50% of the files are configuration) receive significantly less review participation and activity than development MRs, with less consistent quality and more questions raised. However, configuration-inclusive MRs (less than 50% configuration files) show better review quality and alignment with development standards, featuring more suggestions and evaluations. When compared to documentation MRs, both configuration-dominant and configuration-inclusive MRs exhibit higher review activity and engagement, take longer to review, and are more frequently self-managed. Configuration-dominant bug-related MRs demonstrate significantly higher review activity, engagement, and approval, emphasizing technical accuracy and achieving high-quality ratings. Configuration-inclusive bug-related MRs related to bugs show consistent review quality similar to non-bug-related MRs. The main contributions of the paper are: a comprehensive quantitative and qualitative comparison of reviews on configuration and traditional files, and an assessment of the impact of bugs in configuration files on the review process. These contributions give practitioners valuable insights to identify inefficiencies that reduce participation and effectiveness in configuration reviews in SDN context, while highlighting areas for improving review practices.",,,,,New York: Springer US,,,,,SpringerLink Journals - AutoHoldings,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10664_026_10897_1
WebAssembly Orchestration in the Context of Serverless Computing,,"Kjorveziroski, Vojdan ; Filiposka, Sonja",,"Journal of network and systems management, 2023-07, Vol.31 (3), p.62, Article 62",,Cold ; Computer networks ; Computer science ; Containers ; Internet of things ; Microcomputers ; Microprocessors ; Software,,,"Recent WebAssembly advancements including better programming language support and the introduction of both the WebAssembly System Interface, and the WebAssembly Component Model, have transformed it from primarily a client-side technology to a server-side one as well. The advantages associated with WebAssembly, such as cross platform portability, small software artifacts sizes, fast start up times, and per execution isolation make it a good fit for serverless scenarios. While there are existing initiatives for using WebAssembly in such serverless contexts, orchestration is still an open question. To overcome this issue, we present a way for extending Kubernetes, allowing it to orchestrate natively executed WebAssembly modules, in addition to containers. We describe an extension to an existing WebAssembly software shim for containerd and a new Kubernetes WebAssembly operator. Benchmarking results from the proposed solution obtained using 9 serverless functions packaged both as WebAssembly modules and OpenFaaS functions running in containers, show that WebAssembly has clear advantages for frequently executed serverless functions which require elasticity. WebAssembly functions enjoy two times faster deployment times and at least an order of magnitude smaller artifact sizes while still offering comparable execution performance. However, when it comes to sustained performance for long running serverless functions with processor intensive workloads, containers are the preferred choice, compensating for the increased cold start times with faster execution times.",,,,,New York: Springer US,,,,,ProQuest Central UK/Ireland; SpringerLink Journals - AutoHoldings; ProQuest One Business,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1007_s10922_023_09753_0
An Empirical Study of Automated Machine Learning Python Libraries Using Source Code Analysis,,"O’Leary, Christian ; Lynch, Conor ; Toosi, Farshad Ghassemi",,"Applied Computer Systems (Online), 2026-01, Vol.31 (1), p.95-115",,Artificial intelligence ; Libraries ; Machine learning ; Programming ; Software,,,"The growth of Automated Machine Learning (AutoML) has expanded access to machine learning workflows by enabling the automation of tasks and reducing the technical barrier to entry. However, the reliability and maintainability of these libraries depend on the quality of their underlying source code. This study presents a novel, systematic analysis of 16 Python AutoML libraries utilising SonarQube – an industry-standard SCA platform – and Python analysis tools: Bandit, Coverage.py, Prospector, Pylint, Radon, and Ruff. The AutoML Libraries are evaluated using software quality metrics, which collectively reflect overall code complexity, maintainability, security, and adherence to Python coding standards.
Strong agreement was observed between SonarQube-based rankings and rankings derived from Python-based tools. Based on median SCA rankings, the libraries were ordered (highest to lowest estimated code quality) as follows: Hyperopt-sklearn, AutoKeras, GAMA, MLBox, FEDOT, TPOT, MLJAR, LightAutoML, Auto-sklearn, PyCaret, FLAML, Auto-PyTorch, Ludwig, EvalML, AutoTS, and AutoGluon.
An additional exploratory Spearman rank correlation analysis examined the relationship between SCA metrics and forecasting performance measures from a prior electricity price prediction benchmark (
= 7). Several SCA metrics exhibit strong monotonic relationships with forecasting error measures, e.g., SonarQube
and
correlate positively with mean absolute error (ρ = 0.86), while
(ρ = −0.89) and
(ρ = − 0.86) correlate negatively with library execution time. Due to the limited sample size, these findings are descriptive and non-parametric. The results suggest that code quality scores may relate to lower-bound predictive performance and computational efficiency, warranting further validation.",,,,,Riga: Sciendo,,,,,ProQuest Central UK/Ireland; Walter De Gruyter: Open Access Journals; Publicly Available Content Database; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_walterdegruyter_journals_10_2478_acss_2026_000931195
Building a Modular and Fault-Tolerant Trading System: A Microservices Approach to Scalable Asset Exchange,,"Guru, Dhivya ; Chinnaiah, Baskar ; Subramaniam, Senthilraj",,"International journal of software innovation, 2026-01, Vol.14 (1), p.1-29",,Data processing ; Middleware ; Realtime . . . ; Web applications,,,"A high-performance real-time trading platform is developed to facilitate the exchange of assets across a distributed architecture, emphasizing low-latency execution and a seamless user experience. The project focuses on creating a scalable back end through microservices to handle increasing traffic and demand without compromising system reliability or performance. By implementing real-time data processing and efficient communication mechanisms, the platform ensures rapid transaction execution and responsiveness even under heavy loads. Key design considerations include fault tolerance, minimal downtime, and an intuitive web interface that provides users with real-time updates. The project evaluates the system's performance through stress testing and scalability assessments, ensuring that the platform can support real-world trading demands effectively.",,,,,Mount Pleasant: IGI Global,,,,,ProQuest Central UK/Ireland,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_4018_IJSI_398844
An Empirical Study on Quality Issues of Deep Learning Platform,,"Gao, Yanjie ; Shi, Xiaoxiang ; Lin, Haoxiang ; Zhang, Hongyu ; Wu, Hao ; Li, Rui ; Yang, Mao",,"IEEE/ACM International Conference on Software Engineering: Software Engineering in Practice (Online), 2023, p.455-466",,Graphics processing units ; Hardware ; Productivity,,,"In recent years, deep learning (DL) has been increasingly adopted in many application areas. To help deep learning developers better train and test their models, enterprises have built dedicated, multi-tenant platforms equipped with a mass of computing devices like GPUs. The service quality of these platforms plays a critical role in system efficiency and user experience. Nevertheless, there indeed exist diverse types of quality issues that not only waste computing resources significantly but also slow down development productivity severely. In this paper, we present a comprehensive empirical study on quality issues of Platform-X in Microsoft. Platform-X is an internal production deep learning platform that serves hundreds of developers and researchers. We have manually examined 360 real issues and investigated their common symptoms, root causes, and mitigation actions. Our major findings include: (1) 28.33% of the quality issues are caused by hardware (the GPU, network, and compute node) faults; (2) 28.33% of them result from system-side faults (e.g., system defects and service outages); (3) User-side faults (e.g., user bugs and policy violation) account for more than two-fifths (43.34%) of all the common causes; (4) More than three-fifths of all the quality issues can be mitigated by simply resubmitting jobs (34.72%) and improving user code (24.72%). Our study results provide valuable guidance on promoting the service quality of deep learning platforms from both the development and maintenance aspects. The results further motivate possible research directions and tooling support.",,,,,"Piscataway, NJ, USA: IEEE Press",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ICSE_SEIP58684_2023_00052_brief
Empirical evidence on technical challenges when adopting continuous practices,,"Portela, André ; de França, Breno Bernard Nicolau",,"Proceedings of the XXXVII Brazilian Symposium on Software Engineering, 2023, p.11-20",,,,,"Context: Continuous Software Engineering offers several benefits like fast iterations, increased reliability, and shorter lead times to react to business needs through practices like Continuous Integration, Delivery, and Deployment, but these practices come with many adoption challenges, which may appear as social (hard to identify and overcome) or technical challenges (TCs). Since anticipating even a small amount of possible challenges can be overwhelming, there is value in detecting them as early as possible to make it cheaper, faster, and more feasible to adopt this set of practices. Objective: We summarize evidence about identifying TCs to adopt continuous deployment and related practices. Method: We performed a Rapid Review that analyzed 14 studies and performed a narrative summary to provide an evidence briefing to practitioners. Results: We identified 121 TCs and organized them into nine categories: architecture, building, code, deployment, development practices, operations, pipeline, security, and testing. TCs related to code, pipeline, and testing are the most prevalent in the reviewed literature, while operations and deployment are the least. Static analysis strategies are the most used for detecting TCs, accounting for 94 detection strategies out of 100. However, most of these static analyses resort to some parsing technique. Specifically, Abstract Syntax Tree is the most used, detecting 44 TCs. Conclusion: Most studies have mixed evidence about identifying TCs to adopt continuous practices - some focus on evaluating the efficiency of detection strategies. In contrast, others are more focused on their characterization. We also identified varying levels of efficiency when detecting TCs. Finally, we advise attention to interpreting the results based on the overall quality score.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3613372_3613390_brief
ActionsRemaker: Reproducing GitHub Actions,,"Zhu, Hao-Nan ; Guan, Kevin Z. ; Furth, Robert M. ; Rubio-González, Cindy",,"Proceedings (IEEE/ACM International Conference on Software Engineering Companion. Online), 2023, p.11-15",,Computer software ; Data mining ; Information storage and retrieval systems ; Reproducibility of Results ; Software ; Software engineering,,,"Mining Continuous Integration and Continuous Delivery (CI/CD) has enabled new research opportunities for the software engineering (SE) research community. However, it remains a challenge to reproduce CI/CD build processes, which is crucial for several areas of research within SE such as fault localization and repair. In this paper, we present ActionsRemaker, a reproducer for GitHub Actions builds. We describe the challenges on reproducing GitHub Actions builds and the design of ActionsRemaker. Evaluation of ActionsRemaker demonstrates its ability to reproduce fail-pass pairs: of 180 pairs from 67 repositories, 130 (72.2%) from 43 repositories are reproducible. We also discuss reasons for unreproducibility. ActionsRemaker is publicly available at https://github.com/bugswarm/actions-remaker, and a demo of the tool can be found at https://youtu.be/flblSqoxeAk.",,,,,"Piscataway, NJ, USA: IEEE Press",,,,,IEEE Proceedings Order Plans (POP All) 1998-Present; ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10172488
On combining commit grouping and build skip prediction to reduce redundant continuous integration activity,,"Kamath, Divya M. ; Fernandes, Eduardo ; Adams, Bram ; Hassan, Ahmed E.",,"Empirical software engineering : an international journal, 2024-11, Vol.29 (6), p.145, Article 145",,Computer science ; Heuristic ; Machine learning ; Prophecies ; Translators,,,"Context
Continuous Integration (CI) is a resource intensive, widely used industry practice. The two most commonly used heuristics to reduce the number of builds are either by grouping multiple builds together or by skipping builds predicted to be safe. Yet, both techniques have their disadvantages in terms of missing build failures and respectively higher build turn-around time (delays).
Objective
We aim to bring together these two lines of research, empirically comparing their advantages and disadvantages over time, and proposing and evaluating two ways in which these build avoidance heuristics can be combined more effectively, i.e., the ML-CI model based on machine learning and the Timeout Rule.
Method
We empirically study the trade-off between reduction in the number of builds required and the speed of recognition of failing builds on a dataset of 79,482 builds from 20 open-source projects.
Results
We find that both of our hybrid heuristics can provide a significant improvement in terms of less missed build failures and lower delays than the baseline heuristics. They substantially reduce the turn-around-time of commits by 96% in comparison to skipping heuristics, the Timeout Rule also enables a median of 26.10% less builds to be scheduled than grouping heuristics.
Conclusions
Our hybrid approaches offer build engineers a better flexibility in terms of scheduling builds during CI without compromising the quality of the resulting software.",,,,,New York: Springer US,,,,,ProQuest Central UK/Ireland; SpringerLink Journals - AutoHoldings,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1007_s10664_024_10477_1
"""@alex, this fixes #9"": Analysis of Referencing Patterns in Pull Request Discussions",,"Chopra, Ashish ; Mo, Morgan ; Dodson, Samuel ; Beschastnikh, Ivan ; Fels, Sidney S. ; Yoon, Dongwook",,"Proceedings of the ACM on human-computer interaction, 2021-10, Vol.5 (CSCW2), p.1-25, Article 385",,,,,"Pull Requests (PRs) are a frequently used method for proposing changes to source code repositories. When discussing proposed changes in a PR discussion, stakeholders often reference a wide variety of information objects for establishing shared awareness and common ground. Previous work has not considered how the referential behavior impacts collaborative software development via PRs. This knowledge gap is the major barrier in evaluating the current support for referencing in PRs and improving them. We conducted an explorative analysis of \textasciitilde7K references, collected from 450 public PRs on GitHub, and constructed taxonomies of referent types and expressions. Using our annotated dataset, we identified several patterns in the use of references. Referencing source code elements was prevalent but the authoring interface lacks support for it. Three classes of contextual factors influence referencing behaviors: referent type, discussion thread, and project attributes. Referencing patterns may indicate PR outcomes (e.g., merged PRs frequently reference issues, users, and tests). We conclude with design implications to support more effective referencing in PR discussion interfaces.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3479529
Software-Defined Edge Cloud Framework for Resilient Multitenant Applications,,"Divakara, Chinmayi ; Kamaal, Tejeshwar ; Gurudutt, Abhishek ; Manangi Ravindrarao, Nagthej ; Liu, Kaikai ; Prabhakaran, Praveen; Chen, Yu",,"Wireless communications and mobile computing, 2019, Vol.2019 (2019), p.1-17",,Automation ; Civil defense ; Cloud computing ; Communication ; Computation laboratories ; Containers ; Customer services ; Data processing service centers ; Electronic data processing departments ; Emergency management ; Internet of things ; Software,,,"Edge application’s distributed nature presents significant challenges for developers in orchestrating and managing the multitenant applications. In this paper, we propose a practical edge cloud software framework for deploying multitenant distributed smart applications. Here we exploit commodity, a low cost embedded board to form distributed edge clusters. The cluster of geo-distributed and wireless edge nodes not only power multitenant IoT applications that are closer to the data source and the user, but also enable developers to remotely deploy and orchestrate application containers over the cloud. Specifically, we propose building a software platform to manage the distributed edge nodes along with support services to deploy and launch isolated and multitenant user applications through a lightweight container. In particular, we propose an architectural solution to improve the resilience of edge cloud services through peer collaborated service migration when the failures happen or when resources are overburdened. We focus on giving the developers a single point control of the infrastructure over the intermittent and lossy wide area networks (WANs) and enabling the remote deployment of multitenant applications.",,,,,"Cairo, Egypt: Hindawi Publishing Corporation",,,,,ProQuest Central UK/Ireland; Publicly Available Content Database,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_hindawi_primary_10_1155_2019_3947286
On the Nature of Issues in Five Open Source Microservices Systems: An Empirical Study,,"Waseem, Muhammad ; Liang, Peng ; Shahin, Mojtaba ; Ahmad, Aakash ; Nassab, Ali Rezaei; Chitchyan, Ruzanna ; Li, Jingyue ; Weber, Barbara ; Yue, Tao",,"Proceedings of the 25th International Conference on Evaluation and Assessment in Software Engineering, 2021, p.201-210",,,,,"Due to its enormous benefits, the research and industry communities have shown an increasing interest in the Microservices Architecture (MSA) style over the last few years. Despite this, there is a limited evidence-based and thorough understanding of the types of issues (e.g., faults, errors, failures, mistakes) faced by microservices system developers and causes that trigger the issues. Such evidence-based understanding of issues and causes is vital for long-term, impactful, and quality research and practice in the MSA style. To that end, we conducted an empirical study on 1,345 issue discussions extracted from five open source microservices systems hosted on GitHub. Our analysis led to the first of its kind taxonomy of the types of issues in open source microservices systems, informing that the problems originating from Technical debt (321, 23.86%), Build (145, 10.78%), Security (137, 10.18%), and Service execution and communication (119, 8.84%) are prominent. We identified that “General programming errors”, “Poor security management”, “Invalid configuration and communication”, and “Legacy versions, compatibility and dependency” are the predominant causes for the leading four issue categories. Study results streamline a taxonomy of issues, their mapping with underlying causes, and present empirical findings that could facilitate research and development on emerging and next-generation microservices systems.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3463274_3463337_brief
ElasticMiter: Formally Verified Dataflow Circuit Rewrites,,"Elakhras, Ayatallah ; Xu, Jiahui ; Erhart, Martin ; Ienne, Paolo ; Josipovi?, Lana",,"Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2, 2025, p.293-308",,,,,"Dataflow circuits have been studied for decades as a way to implement both asynchronous and synchronous designs, and, more recently, have attracted attention as the target of high-level synthesis (HLS) compilers. Yet, little is known about mechanisms to systematically transform and optimize the datapaths of the obtained circuits into functionally equivalent but simpler ones. The main challenge is that of equivalence verification: The latency-insensitive nature of dataflow circuits is incompatible with the standard notion of sequential equivalence, which prevents the direct usage of standard sequential equivalence verification strategies and hinders the development of formally verified dataflow circuit transformations in HLS. In this paper, we devise a generic framework for verifying the equivalence of latency-insensitive circuits. To showcase the practical usefulness of our verification framework, we develop a graph rewriting system that systematically transforms dataflow circuits into simpler ones. We employ our framework to verify our graph rewriting patterns and thus prove that the obtained circuits are equivalent to the original ones. Our work is the first to formally verify dataflow circuit transformations and is a foundation for building formally verified dataflow HLS compilers.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3676641_3715993
Longevity of Artifacts in Leading Parallel and Distributed Systems Conferences: a Review of the State of the Practice in 2023,,"Guilloteau, Quentin ; Ciorba, Florina ; Poquet, Millian ; Goepp, Dorian ; Richard, Olivier",,"Proceedings of the 2nd ACM Conference on Reproducibility and Replicability, 2024, p.121-133",,,,,"Reproducibility is the cornerstone of science. Many scientific communities have been struck by the reproducibility crisis, and computer science is no exception. Its answer has been to require artifact evaluations along with accepted articles and award badges to reward authors for their efforts to support ‘reproducibility.’ Authors voluntarily submit artifacts associated with a submission to reviewers who decide their ‘reproducibility’ properties. We argue that the notion of ‘reproducibility’ considered by such badges is limited and misses important aspects of the reproducibility crisis. In this article, we survey almost 300 articles from five leading conferences on parallel and distributed systems held in 2023 (CCGrid, EuroSys, OSDI, PPoPP, and SC). For each article, we gather information about its artifacts (how it was shared, under which experimental setup, and how the software environment was generated and shared), as well as the reproducibility badges awarded. By reviewing the methods and tools used to create and share artifacts in a technical, in-depth, and article content-agnostic manner, we found that the state of practice does not address reproducibility in terms of artifact longevity and we expose eight observations that support this finding. To address the longevity of artifacts, we propose a new badge based on source code, experimental setup, and software environment. These criteria will allow rewarding artifacts expected to withstand the test of time. This work aims to shed light on the issue of long-term reproducibility in parallel and distributed systems and to start a discussion in the community towards addressing the issue.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3641525_3663631_brief
Automated Grading for Advanced Topics Courses,,"Maicus, Evan E",,,,Academic achievement ; Algorithms ; Computer graphics ; Computer science ; Educational attainment ; Educational technology ; Grading ; Mathematics ; Sampling,,,"As Computer Science course enrollments have increased over recent years, instructors have turned to automated grading systems to help relieve the burden of processing student assignments. However, the available autograding solutions have generally lacked support for traditionally difficult-to-grade advanced topics courses. In this thesis, I explore the ""autogradeability"" of the assignments presented in advanced topics computer science courses. I assert that automated grading systems can both support such courses and can be designed such that they are easy to use for instructors and of great educational value to students. I introduce a set of six performance axes through which the viability of an autograding system can be assessed: Repeatability, Scalability, Security, Extensibility, Instructor Ease of Use, and Educational Value. I lay out an extensibility-based design philosophy, which promotes system modularity for the simpler integration of features to support new courses, and I champion the inclusion of features which increase educational value to students within an autograding system. I detail the conception, design, implementation, and success of automated grading subsystems to process networked assignments and interactive computer graphics assignments, as well as the advancements in automated grading infrastructure necessary to achieve this success. Finally, I look to assignments which cannot be automatically processed, and turn to peer grading as a method of alleviating instructor burden while providing a valuable learning experience to the student. To that end, I propose a novel algorithm for peer review matching. This algorithm uses stratified sampling informed by a student's likelihood to produce feedback of high quality to increase the probability that a peer assessee will receive actionable, educationally valuable feedback.",,,,,ProQuest Dissertations & Theses,2021,,,,ProQuest One Education,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2729068668
Building deduplicated model repositories to assess domain-specific languages evolution,,"Lachance, Alexandre ; Mosser, Sebastien",,"Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems, 2024, p.1025-1034",,,,,"Software evolution and maintenance is a real challenge in modern software engineering. In the context of model-driven development, which heavily rely on interconnected (meta-)models, tools and generators, evolving both models and their associated meta-models is particularly complex. This issue is also prevalent in language engineering, where evolving a language's grammar or semantics must remain consistent with the pre-existing models. In this paper, we explore how techniques inspired by repository mining can help a model designer/language engineer to build a deduplicated dataset of existing models available in open source repositories. Deduplication is essential to ensure the evolution made on the meta-model/language can be efficiently assessed. We apply the method to the P4 language, an industrial domain-specific language (Intel, Linux foundation) used to model software defined networks.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3652620_3688338
Incremental flattening for nested data parallelism,,"Henriksen, Troels ; Thorøe, Frederik ; Elsman, Martin ; Oancea, Cosmin",,"Proceedings of the 24th Symposium on Principles and Practice of Parallel Programming, 2019, p.53-67",,,,,"Compilation techniques for nested-parallel applications that can adapt to hardware and dataset characteristics are vital for unlocking the power of modern hardware. This paper proposes such a technique, which builds on flattening and is applied in the context of a functional data-parallel language. Our solution uses the degree of utilized parallelism as the driver for generating a multitude of code versions, which together cover all possible mappings of the application's regular nested parallelism to the levels of parallelism supported by the hardware. These code versions are then combined into one program by guarding them with predicates, whose threshold values are automatically tuned to hardware and dataset characteristics. Our unsupervised method---of statically clustering datasets to code versions---is different from autotuning work that typically searches for the combination of code transformations producing a single version, best suited for a specific dataset or on average for all datasets.
We demonstrate---by fully integrating our technique in the repertoire of a compiler for the Futhark programming language---significant performance gains on two GPUs for three real-world applications, from the financial domain, and for six Rodinia benchmarks.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3293883_3295707_brief
