Title,Vernacular Title,Creator,Contributor,Is Part Of,Dissertation,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,permalink
Using Microservices and Software Product Line Engineering to Support Reuse of Evolving Multi-tenant SaaS,,"Tizzei, Leonardo P. ; Nery, Marcelo ; Segura, Vinícius C. V. B. ; Cerqueira, Renato F. G.; Cohen, Myra ; Acher, Mathieu ; Fuentes, Lidia ; Schall, Daniel ; Bosch, Jan ; Capilla, Rafael ; Bagheri, Ebrahim ; Xiong, Yingfei ; Troya, Javier ; Ruiz-Cortés, Antonio ; Benavides, David",,"Proceedings of the 21st International Systems and Software Product Line Conference - Volume A, 2017, p.205-214",,,,,"In order to achieve economies of scale, a Software as a Service (SaaS) should be configurable, multi-tenant efficient, and scalable. But building SaaS with these characteristics comes at a price of having more complex services. Some works in the literature integrate software product line engineering and service-oriented architecture to tackle the complexity of building multi-tenant SaaS. Most of these works focused on centralized approaches that rely on middleware or platforms, but they do not investigate the use of decentralized architectural style. Microservices architecture is an architectural style that relies on small, decentralized, and autonomous services that work together. Thus, this paper investigates the integrated use of microservices architecture and software produt line techniques to develop multi-tenant SaaS. We conducted an empirical study that analyzes the behavior of software reuse during the evolution of a multi-tenant SaaS. This empirical study showed an average software reuse of 62% of lines of code among tenants. We also provide lessons we learned during the the re-engineering and maintenance of such multi-tenant SaaS.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3106195_3106224
Experience Migrating a Pipeline for the C-MĀIKI gateway from Tapis v2 to Tapis v3,,"Wong, Yick Ching ; Cleveland, Sean B. ; Jacobs, Gwen A.; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP",,"Practice and Experience in Advanced Research Computing 2022: Revolutionary: Computing, Connections, You, 2022, p.1-4",,,,,"The C-MĀIKI gateway is a science gateway that leverages a computational workload management API called Tapis to support modern, interoperable, and scalable microbiome data analysis. This project is focused on migrating an existing C-MĀIKI gateway pipeline from Tapis v2 to Tapis v3 so that it can take advantage of the new robust Tapis v3 features and stay modern. This requires three major steps: 1) Containerization of each existing microbiome workflow. 2) Create a new app definition for each of the workflows. 3) Enabling the ability to submit jobs to a SLURM scheduler inside of a singularity container to support the Nextflow workflow manager. This work presents the experience and challenges in upgrading the pipeline.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3491418_3535139
Turn the Rudder: A Beacon of Reentrancy Detection for Smart Contracts on Ethereum,,"Zheng, Zibin ; Zhang, Neng ; Su, Jianzhong ; Zhong, Zhijie ; Ye, Mingxi ; Chen, Jiachi",,"Proceedings / International Conference on Software Engineering, 2023, p.295-306",,Computer software ; Smart contracts ; Software engineering,,,"Smart contracts are programs deployed on a blockchain and are immutable once deployed. Reentrancy, one of the most important vulnerabilities in smart contracts, has caused millions of dollars in financial loss. Many reentrancy detection approaches have been proposed. It is necessary to investigate the performance of these approaches to provide useful guidelines for their application. In this work, we conduct a large-scale empirical study on the capability of five well-known or recent reentrancy detection tools such as Mythril and Sailfish. We collect 230,548 verified smart contracts from Etherscan and use detection tools to analyze 139,424 contracts after deduplication, which results in 21,212 contracts with reentrancy issues. Then, we manually examine the defective functions located by the tools in the contracts. From the examination results, we obtain 34 true positive contracts with reentrancy and 21,178 false positive contracts without reentrancy. We also analyze the causes of the true and false positives. Finally, we evaluate the tools based on the two kinds of contracts. The results show that more than 99.8% of the reentrant contracts detected by the tools are false positives with eight types of causes, and the tools can only detect the reentrancy issues caused by call.value(), 58.8% of which can be revealed by the Ethereum's official IDE, Remix. Furthermore, we collect real-world reentrancy attacks reported in the past two years and find that the tools fail to find any issues in the corresponding contracts. Based on the findings, existing works on reentrancy detection appear to have very limited capability, and researchers should turn the rudder to discover and detect new reentrancy patterns except those related to call.value().",,,,,"Piscataway, NJ, USA: IEEE Press",,,,,IEEE Proceedings Order Plans (POP All) 1998-Present; ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ICSE48619_2023_00036
Unfair Inequality in Education: A Benchmark for AI-Fairness Research,,"Giovanelli, Joseph ; Magnini, Matteo ; Ciatto, Giovanni ; Marrero, Angel S. ; Borghesi, Andrea ; Marrero, Gustavo A. ; Calegari, Roberta",,"Scientific data, 2026-03, Vol.13 (1), p.572, Article 572",,Artificial intelligence ; Bias ; Science ; Students,,,"This paper introduces a novel benchmark dataset designed to support fairness-oriented research in artificial intelligence within the educational domain. The dataset originates from longitudinal survey data collected by the Agencia Canaria de Calidad Universitaria y Evaluación Educativa, encompassing comprehensive information from students, families, and teachers across the Canary Islands, Spain. It includes detailed student profiles and academic trajectories, covering multiple years of academic performance outcomes. The original data is characterised by a high-dimensional and sparse feature space, which presents challenges for direct application in AI workflows. To address these challenges while minimising the risk of introducing bias during preprocessing, we provide a curated version of the dataset specifically tailored for AI applications. This version preserves the statistical properties of the original data and is accompanied by detailed documentation of the preprocessing steps, including strategies for dimensionality reduction and fairness preservation. The dataset is intended as a resource for the research community, enabling studies on fairness, predictive modeling, and educational analytics. We describe its structure, content, and preparation process.",,,,,London: Nature Publishing Group UK,,,,,ProQuest Central UK/Ireland; Publicly Available Content Database; Springer Nature - nature.com Journals - Fully Open Access; PubMed Central Open Access; DOAJ Directory of Open Access Journals; Springer Nature OA Free Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_419ded6cdfd74e13885b7bc6467693d3
Automatic non-functional testing of code generators families,,"Boussaa, Mohamed ; Barais, Olivier ; Baudry, Benoit ; Sunyé, Gerson",,"Proceedings of the 2016 ACM SIGPLAN International Conference on Generative Programming: Concepts and Experiences, 2016, p.202-212",,,,,"The intensive use of generative programming techniques provides an elegant engineering solution to deal with the heterogeneity of platforms and technological stacks. The use of domain-specific languages for example, leads to the creation of numerous code generators that automatically translate highlevel system specifications into multi-target executable code. Producing correct and efficient code generator is complex and error-prone. Although software designers provide generally high-level test suites to verify the functional outcome of generated code, it remains challenging and tedious to verify the behavior of produced code in terms of non-functional properties. This paper describes a practical approach based on a runtime monitoring infrastructure to automatically check the potential inefficient code generators. This infrastructure, based on system containers as execution platforms, allows code-generator developers to evaluate the generated code performance. We evaluate our approach by analyzing the performance of Haxe, a popular high-level programming language that involves a set of cross-platform code generators. Experimental results show that our approach is able to detect some performance inconsistencies that reveal real issues in Haxe code generators.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_2993236_2993256
Research and Implementation on Intelligent Terminal Virtualization Technology,,"Bai, Huifeng ; Huo, Chao ; Zhang, Ganghong ; He, Jinhong ; Gao, Jian ; Yin, Zhibin",,"Proceedings of the 4th International Conference on Computer Science and Application Engineering, 2020, p.1-5",,,,,"Intelligent interconnection put forward new requirements to power terminals, and the reconfigurable development mode, where ""hardware as a platform and software to app"" is the key to intelligent development, virtualization technology provides the possibility for the realization. This paper analyzes the problems and development trend of intelligent distribution transformer terminals in the new situation, based on the development of virtualization technology; it gives the terminal development proposal for realization of independent hardware and software environment through container technology. In addition, it analyzes the virtualization requirements of intelligent terminal. Finally, customized develops the software platform to adapt to the intelligent distribution transformer terminal. The experimental application results of terminal prototype, which is developed by integrated MCU chip, show that the virtualization technology is beneficial to realize ""once encapsulation and running everywhere"", and then conducive to the intelligent development of distribution transformer terminal.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3424978_3425163
Scale-out beam longitudinal dynamics simulations,,"Iliakis, Konstantinos ; Timko, Helga ; Xydis, Sotirios ; Soudris, Dimitrios",,"Proceedings of the 17th ACM International Conference on Computing Frontiers, 2020, p.29-38",,,,,"Excessive studies and simulations are required to plan for the upcoming upgrades of the world's largest particle accelerators, and the design of future machines, given the technological challenges and tight budgetary constraints. The Beam Longitudinal Dynamics (BLonD) simulator suite incorporates the most detailed and complex physics phenomena in the field of longitudinal beam dynamics, required for providing extremely accurate predictions. These predictions are invaluable to the operation of existing accelerators, upcoming upgrades, and future studies. To undertake this agenda, and enable for the first time scale-out beam longitudinal dynamics simulations, we implement Hybrid-BLond, a distributed version of BLonD, that efficiently combines horizontal and vertical scaling. We propose a series of techniques that minimize the inter-node communication overhead and improve scalability. Firstly, we exploit mixed data and task parallelism opportunities. Secondly, we discuss two traffic optimisation techniques motivated by the properties of the simulated physics phenomena. Finally, we build a dynamic load-balancing scheme that coordinates effectively all the above features. We evaluate experimentally Hybrid-BLonD in an HPC cluster built with cutting-edge Intel servers and Infiniband interconnection network. Our fully-optimised implementation demonstrates an average 25.7X speedup over the previous state-of-the-art simulator when run on 32 computing nodes, across three real-world testcases.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3387902_3392616
Scientific workflow for state sequence analysis: a simple and reproducible tool,,"Mrenda, Bakridine Mmadi ; Pellegrin, Liliane ; Marchi, Joffrey ; Chaudet, Hervé ; Texier, Gaëtan",,"Discover applied sciences, 2026-03, Vol.8 (5), p.552, Article 552",,Automation ; Bacteriology ; Bioinformatics ; Cluster analysis ; Communicable diseases ; Data Analysis ; Documentation ; Earth sciences ; Ecology ; Engineering ; Epidemiology ; Infection ; Life sciences ; Materials science ; Medical economics ; Metadata ; Microbiology ; Parasitology ; Public health ; Research ; Sequence Analysis ; Social sciences ; Statistical methods ; Statistics ; Strategy ; Virology ; Workflow,,,"Background
Reproducibility is the ability to reproduce a study using the same data and protocol. Many disciplines face challenges with reproducibility raising concerns about the reliability of science. Fields relying on data analysis, such as the social sciences, health economics, and epidemiology, are also affected. A central factor in this issue is data analysis strategy. Effective analysis involves numerous choices: study design, theoretical model, assumptions, judgment criteria, parameter settings, and data quality. The complexity of statistical analysis and programming can also limit reproducibility. Among complex analysis, state sequence analysis (SSA) enables the exploration of temporal patterns and transitions over time. We developed and evaluated SSAW (State Sequence Analysis Workflow), a scientific workflow which simplifies and standardizes SSA (
https://github.com/bakrimmadi/SSA_workflow2
).
Methods
SSAW automates key steps of SSA, ranging from data transformation, dissimilarity selection, and hyperparameter tuning to clustering and visualization while maintaining full documentation of each stage. Built on Snakemake, SSAW ensures reproducibility through isolated Conda environments and supports both non-expert and expert users. The quality of the workflow was assessed based on several criteria, such as modularity, reproducibility, sustainability, and transparency, but also by evaluating SSAW’s compliance with FAIR (Findable, Accessible, Interoperable, Reusable) principles.
Results
We showed that SSAW complies with the FAIR principles and other complementary workflow quality criteria. To assess its applicability, we applied SSAW to a publicly available sequence dataset which followed 712 individuals aged 16–19 monthly from September 1993 to June 1999, aiming to identify subgroups most at risk of long-term unemployment. Using SSAW, we obtain clear visualizations that facilitate the interpretation of trajectories and clusters. The results were consistent with those reported in the published analysis. SSAW not only streamlines the entire analysis but also introduces an innovative strategy to guide clustering decisions based on statistical coherence and stability.
Conclusions
SSAW is the first FAIR-compliant framework for SSA and it significantly improved the reproducibility and traceability of analysis choices, bridging the gap between advanced methodological requirements and the need for transparent and reproducible practices. By combining methodological innovation with FAIR principles, SSAW makes trajectory analysis more transparent, reusable, and accessible across disciplines.",,,,,Cham: Springer International Publishing,,,,,ProQuest Central UK/Ireland; Alma/SFX Local Collection; Publicly Available Content Database; DOAJ Directory of Open Access Journals; Springer Nature OA Free Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_b3d44d15c5cb41af9bd6f5bf40376714
Latent Idiom Recognition for a Minimalist Functional Array Language Using Equality Saturation,,"Van Der Cruysse, Jonathan ; Dubach, Christophe",,"Proceedings / International Symposium on Code Generation and Optimization, 2024, p.270-282",,Libraries,,,"Accelerating programs is typically done by recognizing code idioms matching high-performance libraries or hardware interfaces. However, recognizing such idioms automatically is challenging. The idiom recognition machinery is difficult to write and requires expert knowledge. In addition, slight variations in the input program might hide the idiom and defeat the recognizer. This paper advocates for the use of a minimalist functional array language supporting a small, but expressive, set of operators. The minimalist design leads to a tiny sets of rewrite rules, which encode the language semantics. Crucially, the same minimalist language is also used to encode idioms. This removes the need for hand-crafted analysis passes, or for having to learn a complex domain-specific language to define the idioms. Coupled with equality saturation, this approach is able to match the core functions from the BLAS and PyTorch libraries on a set of computational kernels. Compared to reference C kernel implementations, the approach produces a geometric mean speedup of 1.46× for C programs using BLAS, when generating such programs from the high-level minimalist language.",,,,,IEEE,,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10444879
Access Security Policy Generation for Containers as a Cloud Service,,"Zhu, Hui ; Gehrmann, Christian ; Roth, Paula",,"SN computer science, 2023-11, Vol.4 (6), p.748, Article 748",,Access control ; Behavior ; Classification ; Cloud computing ; Computer science ; Containerization ; Containers ; Design ; Software ; Vision ; Web services,,,"The rapid development of containerization technology comes with remarkable benefits for developers and operation teams. Container solutions allow building very flexible software infrastructures. Although lots of efforts have been devoted to enhancing containerization security, containerized environments still have a huge attack surface. Completely avoiding severe security issues have so far not been possible to achieve. However, the security problems due to vulnerabilities in for instance kernels, can be largely reduced if the container privileges are as restricted as possible. Mandatory access control is an efficient way to achieve this using for instance AppArmor. As manual AppArmor generation is tedious and error prone, automatic generation of protection profile is necessary. In previous research, a new tool for tight AppArmor profile generation was presented. In this paper we show how, in a system setting, such tool can be combined with container service testing, to provide a cloud based container service for automatic AppArmore profile generation. We present solutions for profile generation both for centrally collected and generated container logs and for log collection through a local agent. To evaluate the effectiveness of the profile generation service, we enable it on a widely used containerized web service to generate profiles and test them with real-world attacks. We generate an exploit database with 11 exploits harmful to the tested web service. These exploits are sifted from the 56 exploits of Exploit-db targeting the tested web service’s software. We launch these exploits on the web service protected by the profile. The results show that the proposed profile generation service improves the test web service’s overall security a lot compared to using the default Docker security profile. This together with the very user friendly and robust principle for setting up and running the service, clearly indicates that the approach is an important step for improving container security in real deployments.",,,,,Singapore: Springer Nature Singapore,,,,,ProQuest Central UK/Ireland; SpringerLink Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1007_s42979_023_02186_1
Virtual reality-empowered deep-learning analysis of brain cells,,"Kaltenecker, Doris ; Al-Maskari, Rami ; Negwer, Moritz ; Hoeher, Luciano ; Kofler, Florian ; Zhao, Shan ; Todorov, Mihail ; Rong, Zhouyi ; Paetzold, Johannes Christian ; Wiestler, Benedikt ; Piraud, Marie ; Rueckert, Daniel ; Geppert, Julia ; Morigny, Pauline ; Rohm, Maria ; Menze, Bjoern H. ; Herzig, Stephan ; Berriel Diaz, Mauricio ; Ertürk, Ali",,"Nature methods, 2024-07, Vol.21 (7), p.1306-1315",,Animals ; Bioinformatics ; Brain ; Cancer ; Data Analysis ; Diagnostic imaging ; Fluorescence microscopy ; Human beings ; Image processing ; Information visualization ; Learning ; Life sciences ; Mice ; Microglia ; Neurons ; Proteomics ; Software ; Training ; Virtual reality ; Weight loss,,,"Automated detection of specific cells in three-dimensional datasets such as whole-brain light-sheet image stacks is challenging. Here, we present DELiVR, a virtual reality-trained deep-learning pipeline for detecting c-Fos
+
cells as markers for neuronal activity in cleared mouse brains. Virtual reality annotation substantially accelerated training data generation, enabling DELiVR to outperform state-of-the-art cell-segmenting approaches. Our pipeline is available in a user-friendly Docker container that runs with a standalone Fiji plugin. DELiVR features a comprehensive toolkit for data visualization and can be customized to other cell types of interest, as we did here for microglia somata, using Fiji for dataset-specific training. We applied DELiVR to investigate cancer-related brain activity, unveiling an activation pattern that distinguishes weight-stable cancer from cancers associated with weight loss. Overall, DELiVR is a robust deep-learning tool that does not require advanced coding skills to analyze whole-brain imaging data in health and disease.
Generating training data for training deep-learning-based tools is time consuming. The DELiVR pipeline facilitates this process as demonstrated in this study on detecting c-Fos
+
cells or microglia in the brain, following tissue clearing and imaging with light-sheet microscopy.",,,,,New York: Nature Publishing Group US,,,,,ProQuest Central UK/Ireland,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1038_s41592_024_02245_2
COVID-19 CG enables SARS-CoV-2 mutation and lineage tracking by locations and dates of interest,,"Chen, Albert Tian ; Altschuler, Kevin ; Zhan, Shing Hei ; Chan, Yujia Alina ; Deverman, Benjamin E",,"eLife, 2021-02, Vol.10",,"Amino acid sequence ; Amino acids ; Antigens ; Case studies ; Coronaviruses ; COVID-19 Pandemic, 2020- ; COVID-19 vaccines ; Evolution (Biology) ; Genomes ; Genomics ; Geography ; Health aspects ; Homeopathy ; Human beings ; Immunoglobulins ; Internet ; Metadata ; Mutation ; Pandemics ; Phylogeny ; Proteins ; Public health ; SARS-CoV-2 ; Sequence Homology, Amino Acid ; Software ; Therapeutics ; Vaccines ; Viral genetics",,,"COVID-19 CG ( covidcg.org ) is an open resource for tracking SARS-CoV-2 single-nucleotide variations (SNVs), lineages, and clades using the virus genomes on the GISAID database while filtering by location, date, gene, and mutation of interest. COVID-19 CG provides significant time, labor, and cost-saving utility to projects on SARS-CoV-2 transmission, evolution, diagnostics, therapeutics, vaccines, and intervention tracking. Here, we describe case studies in which users can interrogate (1) SNVs in the SARS-CoV-2 spike receptor binding domain (RBD) across different geographical regions to inform the design and testing of therapeutics, (2) SNVs that may impact the sensitivity of commonly used diagnostic primers, and (3) the emergence of a dominant lineage harboring an S477N RBD mutation in Australia in 2020. To accelerate COVID-19 efforts, COVID-19 CG will be upgraded with new features for users to rapidly pinpoint mutations as the virus evolves throughout the pandemic and in response to therapeutic and public health interventions. The discovery of faster spreading variants of the virus that causes coronavirus disease 2019 (COVID-19) has raised alarm. These new variants are the result of changes (called mutations) in the virus’ genetic code. Random mutations can occur each time a virus multiplies. Although most mutations do not introduce any meaningful changes, some can alter the characteristics of the virus, for instance, helping the virus to spread more easily, reinfecting people who have had COVID-19 before, or reducing the sensitivity to treatments or vaccines. Scientists need to know about mutations in the virus that make treatments or vaccines less effective as soon as possible, so they can adjust their pandemic response. As a result, tracking these genetic changes is essential. But individual scientists or public health agencies may not have the staff, time or computer resources to extract usable information from the growing amount of genetic data available. A free online tool created by Chen et al. may help scientists and public health officials to track changes to the virus more easily. The COVID-19 CoV Genetics tool (COVID-19 CG) can quickly provide information on which virus mutations are present in an area during a specific period. It does this by processing data on mutations found in viral genetic material collected worldwide from hundreds of thousands of people with COVID-19, which are hosted in an existing online database. The COVID-19 CG tool presents customizable, interactive visualizations of the data. Thousands of scientists, public health agencies, and COVID-19 vaccine and treatment developers in over 100 countries are already using the COVID-19 CG tool to find the most common mutations in their area and use it for research. They can use this information to develop more effective vaccines or treatments. Chen et al. plan to update and improve the tool as more information becomes available to help advance global efforts to end the COVID-19 pandemic.",,,,,"England: eLife Science Publications, Ltd",,,,,ProQuest Central UK/Ireland; Publicly Available Content Database; PubMed Central Open Access; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmed_primary_33620031
Semantics-aware scheduling policies for synchronization determinism,,"Zhao, Qi ; Qiu, Zhengyi ; Jin, Guoliang",,"Proceedings of the 24th Symposium on Principles and Practice of Parallel Programming, 2019, p.242-256",,,,,"A common task for all deterministic multithreading (DMT) systems is to enforce synchronization determinism. However, synchronization determinism has not been the focus of existing DMT research. Instead, most DMT systems focused on how to order data races remained after synchronization determinism is enforced. Consequently, existing scheduling policies for synchronization determinism all have limitations. They may either require performance annotations to achieve good performance or fail to provide schedule stability.
In this paper, we argue that synchronization determinism is more fundamental to DMT systems than existing research suggests and propose efficient and effective scheduling policies. Our key insight is that synchronization operations actually encode programmers' intention on how inter-thread communication should be done and can be used as hints while scheduling synchronization operations. Based on this insight, we have built QiThread, a synchronization-determinism system with semantics-aware scheduling policies. Results of a diverse set of 108 programs show that QiThread is able to achieve comparable low overhead as state-of-the-art synchronization-determinism systems without the limitations associated with them.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3293883_3295731
EnzymeML: seamless data flow and modeling of enzymatic data,,"Lauterbach, Simone ; Dienhart, Hannah ; Range, Jan ; Malzacher, Stephan ; Spöring, Jan-Dirk ; Rother, Dörte ; Pinto, Maria Filipa ; Martins, Pedro ; Lagerman, Colton E. ; Bommarius, Andreas S. ; Høst, Amalie Vang ; Woodley, John M. ; Ngubane, Sandile ; Kudanga, Tukayi ; Bergmann, Frank T. ; Rohwer, Johann M. ; Iglezakis, Dorothea ; Weidemann, Andreas ; Wittig, Ulrike ; Kettner, Carsten ; Swainston, Neil ; Schnell, Santiago ; Pleiss, Jürgen",,"Nature methods, 2023-03, Vol.20 (3), p.400-402",,"Bioinformatics ; Data Management ; Databases, Factual ; Dynamics ; Enzyme kinetics ; Language ; Life sciences ; Mathematical models ; Mechanics, Analytic ; Metadata ; Modeling ; Motion ; Platforms ; Proteomics ; Reproducibility of Results ; XML (Document markup language)",,,"The design of biocatalytic reaction systems is highly complex owing to the dependency of the estimated kinetic parameters on the enzyme, the reaction conditions, and the modeling method. Consequently, reproducibility of enzymatic experiments and reusability of enzymatic data are challenging. We developed the XML-based markup language EnzymeML to enable storage and exchange of enzymatic data such as reaction conditions, the time course of the substrate and the product, kinetic parameters and the kinetic model, thus making enzymatic data findable, accessible, interoperable and reusable (FAIR). The feasibility and usefulness of the EnzymeML toolbox is demonstrated in six scenarios, for which data and metadata of different enzymatic reactions are collected and analyzed. EnzymeML serves as a seamless communication channel between experimental platforms, electronic lab notebooks, tools for modeling of enzyme kinetics, publication platforms and enzymatic reaction databases. EnzymeML is open and transparent, and invites the community to contribute. All documents and codes are freely available at
https://enzymeml.org
.
EnzymeML is an XML-based markup language that enables FAIR (findable, accessible, interoperable and reusable) storage and exchange of enzymatic data such as reaction conditions, the time course of the substrate and the product, kinetic parameters and the kinetic model.",,,,,New York: Nature Publishing Group US,,,,,ProQuest Central UK/Ireland,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1038_s41592_022_01763_1
Using the Raspberry Pi and Docker for Replicable Performance Experiments: Experience Paper,,"Knoche, Holger ; Eichelberger, Holger",,"Proceedings of the 2018 ACM/SPEC International Conference on Performance Engineering, 2018, p.305-316",,,,,"Replicating software performance experiments is difficult. A common obstacle to replication is that recreating the hardware and software environments is often impractical. As researchers usually run their experiments on the hardware and software that happens to be available to them, recreating the experiments would require obtaining identical hardware, which can lead to high costs. Recreating the software environment is also difficult, as software components such as particular library versions might no longer be available. Cheap, standardized hardware components like the Raspberry Pi and portable software containers like the ones provided by Docker are a potential solution to meet the challenge of replicability. In this paper, we report on experiences from replicating performance experiments on Raspberry Pi devices with and without Docker and show that good replication results can be achieved for microbenchmarks such as JMH. Replication of macrobenchmarks like SPECjEnterprise 2010 proves to be much more difficult, as they are strongly affected by (non-standardized) peripherals. Inspired by previous microbenchmarking experiments on the Pi platform, we furthermore report on a systematic analysis of response time fluctuations, and present lessons learned on dos and don»ts for replicable performance experiments.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3184407_3184431
Research on Intelligent Cloud Test Platform,,"Zhonghua, Huang ; Yuting, Yang ; Jing, Gao ; Kunlong, Wang",,"Journal of physics. Conference series, 2021-02, Vol.1756 (1), p.12003",,Cloud computing ; Information storage and retrieval systems ; Physics ; Quality assurance ; Software,,,"With the increasing complexity of software information systems, software quality assurance faces enormous challenges. The software information system is more and more complex, and the quality requirements are getting higher and higher. The traditional automated test methods and tools can not adapt to the changing test requirements. The research on the independent controllable intelligent test platform based on cloud computing and big data will be carried out. The combination of platform and software testing not only reduces test costs, but also improves test efficiency and effectiveness. This paper analyzes the status quo and gaps of the intelligent cloud test platform at home and abroad, and presents the research content and technical solutions of an autonomous and controllable intelligent cloud test platform. First, we make research on the rapid construction technology of large-scale test environment for heterogeneous independent platforms,that is, mirror virtualization and rapid combined deployment technology of software testing tool environment;secondly,we study complex business scenario model generation technologies, including domain analysis and modeling of information systems, formal definition of model-based complex business scenarios and rapid construction technology;finally, we study the automatic generation technology of test cases for complex business scenarios, aiming to make full use of complex business scenario models and full-link historical test data.",,,,,Bristol: IOP Publishing,,,,,Institute of Physics Open Access Journal Titles; ProQuest Central UK/Ireland; Publicly Available Content Database,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_iop_journals_10_1088_1742_6596_1756_1_012003
Packaging and containerization of computational methods,,"Alser, Mohammed ; Lawlor, Brendan ; Abdill, Richard J. ; Waymost, Sharon ; Ayyala, Ram ; Rajkumar, Neha ; LaPierre, Nathan ; Brito, Jaqueline ; Ribeiro-dos-Santos, André M. ; Almadhoun, Nour ; Sarwal, Varuni ; Firtina, Can ; Osinski, Tomasz ; Eskin, Eleazar ; Hu, Qiyang ; Strong, Derek ; Kim, Byoung-Do (B.D) ; Abedalthagafi, Malak S. ; Mutlu, Onur ; Mangul, Serghei",,"Nature protocols, 2024-09, Vol.19 (9), p.2529-2539",,"Analytical chemistry ; Biomedical materials ; Biomolecules ; Chemistry, Organic ; Data Analysis ; Human beings ; Life sciences ; Metabolomics ; Packaging ; Proteomics ; Software",,,"Methods for analyzing the full complement of a biomolecule type, e.g., proteomics or metabolomics, generate large amounts of complex data. The software tools used to analyze omics data have reshaped the landscape of modern biology and become an essential component of biomedical research. These tools are themselves quite complex and often require the installation of other supporting software, libraries and/or databases. A researcher may also be using multiple different tools that require different versions of the same supporting materials. The increasing dependence of biomedical scientists on these powerful tools creates a need for easier installation and greater usability. Packaging and containerization are different approaches to satisfy this need by delivering omics tools already wrapped in additional software that makes the tools easier to install and use. In this systematic review, we describe and compare the features of prominent packaging and containerization platforms. We outline the challenges, advantages and limitations of each approach and some of the most widely used platforms from the perspectives of users, software developers and system administrators. We also propose principles to make the distribution of omics software more sustainable and robust to increase the reproducibility of biomedical and life science research.
Attempts to reproduce the computational steps described in published omics research often fail. This review provides guidelines for the packaging and containerization of software so that readers can use the exact programs used in published work.",,,,,London: Nature Publishing Group UK,,,,,ProQuest Central UK/Ireland,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3031660314
Managing Privilege and Access on Federated Edge Platforms,,"Breen, Joe ; Bryant, Lincoln ; Chen, Jiahui ; Ford, Emerson ; Gardner, Robert W. ; Glupker, Gage ; Griffith, Skyler ; Kulbertis, Ben ; McKee, Shawn ; Pierce, Rose ; Riedel, Benedikt ; Steinman, Mitchell ; Stidd, Jason ; Truong, Luan ; Van, Jeremy ; Vukotic, Ilija ; Weaver, Christopher",,"Practice and Experience in Advanced Research Computing 2019: Rise of the Machines (learning), 2019, p.1-5",,,,,"The SLATE (Services Layer at the Edge) platform supports collaborative, multi-institution scientific computing through federation of containerized edge services. This paper considers issues of trust between resource providers and developers of orchestrated services which span administrative domains. The context for discussion is the SLATE federation architecture and application deployment pattern. The major features are a custom central API server which implements the federation, partitioning of user and group applications on edge clusters, and a curated catalog of applications which can be installed within the federation.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3332186_3332234
